Week Number,Start Date,End Date,Bordeaux,Lille,Lyon,Paris,Moyenne
28,2013-07-10,2013-07-16,23.55,18.36,22.26,22.68,22.97
28,2014-07-09,2014-07-15,19.04,17.7,18.58,17.44,20.15
28,2015-07-08,2015-07-14,22.76,17.52,22.14,20.2,22.12
28,2016-07-13,2016-07-19,22.06,19.89,20.05,19.46,21.89
28,2017-07-12,2017-07-18,20.98,19.99,23.37,20.47,22.56
28,2018-07-11,2018-07-17,23.72,21.27,22.77,23.6,23.87
28,2019-07-10,2019-07-16,24.52,18.23,20.73,19.55,22.21
28,2020-07-08,2020-07-14,22.89,16.85,22.95,21.37,22.41
28,2021-07-14,2021-07-20,24.02,21.22,18.96,21.38,22.72
28,2022-07-13,2022-07-19,28.83,22.47,25.21,28.75,26.65
28,2023-07-12,2023-07-18,22.75,20.29,25.52,20.33,23.38
29,2010-07-21,2010-07-27,21.11,18.53,18.77,18.84,21.25
29,2011-07-20,2011-07-26,16.58,14.09,16.39,17.35,18.68
29,2012-07-18,2012-07-24,19.95,17.87,19.85,18.27,20.99
29,2013-07-17,2013-07-23,25.76,24.45,25.22,24.31,25.75
29,2014-07-16,2014-07-22,21.78,20.86,22.28,23.92,23.57
29,2015-07-15,2015-07-21,24.29,19.53,26.25,20.35,23.88
29,2016-07-20,2016-07-26,21.84,20.28,24.94,22.03,23.62
29,2017-07-19,2017-07-25,18.91,19.0,22.54,18.64,21.62
29,2018-07-18,2018-07-24,24.4,22.63,22.59,23.05,24.33
29,2019-07-17,2019-07-23,24.9,22.01,26.37,25.45,25.55
29,2020-07-15,2020-07-21,22.99,19.33,21.75,21.44,22.9
29,2021-07-21,2021-07-27,22.91,19.24,23.86,22.2,23.44
29,2022-07-20,2022-07-26,22.88,20.56,25.23,20.75,23.68
29,2023-07-19,2023-07-25,,16.5,,20.45,21.98
30,2010-07-28,2010-08-03,21.35,17.72,22.03,20.18,22.26
30,2011-07-27,2011-08-02,22.26,16.38,19.29,18.83,21.35
30,2012-07-25,2012-07-31,24.32,19.09,23.11,21.57,23.62
30,2013-07-24,2013-07-30,23.78,20.68,22.23,21.73,23.68
30,2014-07-23,2014-07-29,24.13,21.51,20.85,22.18,23.73
30,2015-07-22,2015-07-28,20.23,17.73,24.03,19.86,22.37
30,2016-07-27,2016-08-02,18.79,17.88,21.26,19.94,21.57
30,2017-07-26,2017-08-01,20.31,19.51,24.57,19.9,22.86
30,2018-07-25,2018-07-31,24.07,25.42,25.54,24.62,25.93
30,2019-07-24,2019-07-30,20.74,24.02,25.84,24.42,25.0
30,2020-07-22,2020-07-28,21.41,18.53,26.48,21.67,23.62
30,2021-07-28,2021-08-03,18.54,16.37,19.26,18.23,20.48
30,2022-07-27,2022-08-02,24.23,21.73,24.35,23.9,24.84
31,2010-08-04,2010-08-10,18.72,18.61,21.34,18.97,21.73
31,2011-08-03,2011-08-09,20.23,18.01,21.47,18.75,21.89
31,2012-08-01,2012-08-07,18.65,17.09,19.08,16.16,20.4
31,2013-07-31,2013-08-06,24.87,21.94,25.05,22.8,25.13
31,2014-07-30,2014-08-05,19.89,16.57,20.91,21.23,21.92
31,2015-07-29,2015-08-04,21.53,19.16,20.28,21.05,22.6
31,2016-08-03,2016-08-09,18.83,17.73,20.79,19.59,21.59
31,2017-08-02,2017-08-08,22.06,18.23,23.42,21.82,23.31
31,2018-08-01,2018-08-07,28.98,23.77,26.32,27.08,27.43
31,2019-07-31,2019-08-06,23.63,19.24,24.16,22.45,24.1
31,2020-07-29,2020-08-04,23.0,21.63,23.61,22.88,24.42
31,2021-08-04,2021-08-10,20.0,17.66,19.32,17.91,21.18
31,2022-08-03,2022-08-09,27.03,20.83,27.04,23.63,25.91
32,2010-08-11,2010-08-17,17.81,17.23,20.35,17.28,20.93
32,2011-08-10,2011-08-16,20.72,16.92,20.27,19.99,21.98
32,2012-08-08,2012-08-14,26.28,20.0,21.1,21.01,24.08
32,2013-08-07,2013-08-13,20.4,16.99,18.95,19.13,21.49
32,2014-08-06,2014-08-12,20.75,17.94,20.15,17.76,21.72
32,2015-08-05,2015-08-11,21.88,20.48,21.96,21.36,23.54
32,2016-08-10,2016-08-16,23.46,15.89,20.45,21.2,22.6
32,2017-08-09,2017-08-15,21.17,17.06,19.6,17.26,21.42
32,2018-08-08,2018-08-14,20.78,19.61,22.06,19.85,22.86
32,2019-08-07,2019-08-13,19.69,18.96,20.95,19.72,22.26
32,2020-08-05,2020-08-11,25.47,26.75,24.46,26.97,27.13
32,2021-08-11,2021-08-17,21.35,21.36,22.83,23.0,24.11
32,2022-08-10,2022-08-16,24.97,25.1,26.35,23.52,26.39
33,2010-08-18,2010-08-24,22.95,19.28,23.6,19.9,23.75
33,2011-08-17,2011-08-23,23.61,19.16,26.64,22.72,25.03
33,2012-08-15,2012-08-21,24.7,24.04,27.3,22.65,26.34
33,2013-08-14,2013-08-20,20.99,17.39,21.87,20.61,22.77
33,2014-08-13,2014-08-19,17.65,15.79,18.42,16.1,20.19
33,2015-08-12,2015-08-18,18.82,18.3,21.83,18.87,22.16
33,2016-08-17,2016-08-23,20.67,20.36,22.1,19.62,23.15
33,2017-08-16,2017-08-22,21.7,17.8,21.99,19.58,22.81
33,2018-08-15,2018-08-21,22.87,18.46,22.86,20.96,23.63
33,2019-08-14,2019-08-20,21.58,16.89,20.95,18.68,22.22
33,2020-08-12,2020-08-18,22.48,22.49,26.61,22.58,25.43
33,2021-08-18,2021-08-24,19.54,17.32,20.89,19.38,22.03
33,2022-08-17,2022-08-23,21.53,20.84,21.93,20.85,23.63
34,2010-08-25,2010-08-31,21.51,16.8,18.26,18.3,21.77
34,2011-08-24,2011-08-30,20.1,14.54,17.67,15.89,20.44
34,2012-08-22,2012-08-28,20.64,17.69,22.67,20.2,23.04
34,2013-08-21,2013-08-27,21.24,19.05,19.31,19.64,22.65
34,2014-08-20,2014-08-26,18.75,12.64,17.41,14.86,19.53
34,2015-08-19,2015-08-25,21.62,19.55,19.53,18.17,22.57
34,2016-08-24,2016-08-30,27.19,22.64,26.0,23.38,26.64
34,2017-08-23,2017-08-29,21.96,20.66,26.69,22.8,25.22
34,2018-08-22,2018-08-28,21.28,16.18,22.76,17.84,22.41
34,2019-08-21,2019-08-27,24.46,22.85,23.52,20.62,25.09
34,2020-08-19,2020-08-25,23.17,20.21,22.84,23.22,24.69
34,2021-08-25,2021-08-31,19.75,16.05,18.23,17.58,21.12
34,2022-08-24,2022-08-30,24.36,22.64,24.41,23.67,25.82
35,2010-09-01,2010-09-07,21.36,15.34,17.79,18.2,21.54
35,2011-08-31,2011-09-06,20.65,17.91,19.98,17.62,22.23
35,2012-08-29,2012-09-04,19.87,16.34,18.15,18.51,21.57
35,2013-08-28,2013-09-03,20.21,18.57,16.93,18.26,21.79
35,2014-08-27,2014-09-02,19.88,17.03,18.74,18.6,21.85
35,2015-08-26,2015-09-01,22.74,19.38,26.35,20.21,24.74
35,2016-08-31,2016-09-06,22.19,17.83,21.77,19.71,23.3
35,2017-08-30,2017-09-05,17.26,17.05,19.39,18.38,21.42
35,2018-08-29,2018-09-04,21.17,17.07,19.99,17.55,22.16
35,2019-08-28,2019-09-03,20.11,16.61,22.01,20.65,22.88
35,2020-08-26,2020-09-01,19.75,16.42,17.88,17.99,21.41
35,2021-09-01,2021-09-07,22.03,17.19,23.9,20.96,23.82
35,2022-08-31,2022-09-06,21.64,19.06,23.97,21.39,24.21
36,2010-09-08,2010-09-14,19.86,16.1,17.38,17.04,21.28
36,2011-09-07,2011-09-13,21.15,17.11,21.84,19.48,23.12
36,2012-09-05,2012-09-11,24.61,18.06,19.88,18.63,23.44
36,2013-09-04,2013-09-10,17.29,17.75,19.96,15.16,21.23
36,2014-09-03,2014-09-09,20.2,17.62,21.08,20.49,23.08
36,2015-09-02,2015-09-08,15.62,13.15,16.29,15.74,19.36
36,2016-09-07,2016-09-13,23.29,22.33,25.39,19.98,25.4
36,2017-09-06,2017-09-12,16.89,14.51,15.99,14.76,19.63
36,2018-09-05,2018-09-11,22.75,17.82,21.66,16.76,23.0
36,2019-09-04,2019-09-10,15.29,14.65,15.66,15.15,19.35
36,2020-09-02,2020-09-08,19.66,17.36,19.98,21.0,22.8
36,2021-09-08,2021-09-14,22.11,18.62,20.1,20.92,23.55
36,2022-09-07,2022-09-13,23.63,18.09,22.63,19.39,23.95
37,2010-09-15,2010-09-21,15.16,16.09,15.65,12.84,19.35
37,2011-09-14,2011-09-20,19.61,14.61,16.6,15.89,20.74
37,2012-09-12,2012-09-18,17.84,14.19,16.28,14.91,20.04
37,2013-09-11,2013-09-17,16.46,13.39,14.86,13.49,19.04
37,2014-09-10,2014-09-16,19.57,16.38,18.87,17.28,21.82
37,2015-09-09,2015-09-15,20.07,14.6,17.59,17.03,21.26
37,2016-09-14,2016-09-20,17.25,18.01,16.66,17.13,21.21
37,2017-09-13,2017-09-19,14.58,13.64,13.26,12.49,18.19
37,2018-09-12,2018-09-18,19.0,15.59,23.51,17.53,22.53
37,2019-09-11,2019-09-17,21.81,16.22,22.36,19.71,23.42
37,2020-09-09,2020-09-15,23.66,17.53,23.1,23.35,24.93
37,2021-09-15,2021-09-21,18.78,16.66,17.91,17.33,21.54
37,2022-09-14,2022-09-20,21.08,14.44,16.35,16.37,21.05
38,2010-09-22,2010-09-28,16.54,11.77,13.23,11.61,18.23
38,2011-09-21,2011-09-27,20.04,16.53,19.56,17.43,22.31
38,2012-09-19,2012-09-25,18.48,10.67,15.41,12.29,18.97
38,2013-09-18,2013-09-24,17.7,16.82,15.78,15.21,20.7
38,2014-09-17,2014-09-23,18.82,19.45,18.41,17.26,22.39
38,2015-09-16,2015-09-22,16.37,13.31,16.98,13.62,19.66
38,2016-09-21,2016-09-27,17.34,17.63,15.62,14.32,20.58
38,2017-09-20,2017-09-26,17.39,14.38,13.63,16.72,20.02
38,2018-09-19,2018-09-25,18.26,15.22,19.37,16.0,21.37
38,2019-09-18,2019-09-24,19.51,16.36,17.08,16.84,21.56
38,2020-09-16,2020-09-22,20.95,18.45,22.79,20.12,24.06
38,2021-09-22,2021-09-28,18.81,15.93,16.16,15.09,20.8
38,2022-09-21,2022-09-27,13.75,11.94,15.43,13.4,18.5
39,2010-09-29,2010-10-05,15.37,14.78,16.59,14.85,20.12
39,2011-09-28,2011-10-04,20.05,17.29,18.63,19.07,22.81
39,2012-09-26,2012-10-02,14.61,12.53,13.59,12.04,18.35
39,2013-09-25,2013-10-01,20.16,14.18,18.91,17.64,21.98
39,2014-09-24,2014-09-30,19.84,15.89,15.81,13.91,20.89
39,2015-09-23,2015-09-29,16.14,14.1,12.91,13.05,19.04
39,2016-09-28,2016-10-04,17.45,15.21,16.01,14.68,20.47
39,2017-09-27,2017-10-03,17.5,14.23,17.71,15.49,20.79
39,2018-09-26,2018-10-02,16.83,12.77,15.35,13.24,19.44
39,2019-09-25,2019-10-01,18.62,15.54,18.73,15.92,21.56
39,2020-09-23,2020-09-29,13.68,13.35,12.57,11.62,18.04
39,2021-09-29,2021-10-05,16.04,12.93,14.36,14.09,19.28
39,2022-09-28,2022-10-04,17.17,11.02,15.74,11.94,18.97
40,2010-10-06,2010-10-12,18.75,13.88,17.0,15.4,21.01
40,2011-10-05,2011-10-11,15.78,14.83,13.22,14.87,19.74
40,2012-10-03,2012-10-09,18.44,12.48,18.4,14.19,20.7
40,2013-10-02,2013-10-08,18.11,14.57,16.61,17.54,21.37
40,2014-10-01,2014-10-07,17.2,14.61,17.14,16.21,21.03
40,2015-09-30,2015-10-06,14.98,11.58,12.74,11.83,18.23
40,2016-10-05,2016-10-11,13.73,8.98,9.54,11.09,16.67
40,2017-10-04,2017-10-10,13.77,13.15,12.04,12.63,18.32
40,2018-10-03,2018-10-09,14.93,12.58,14.87,15.0,19.48
40,2019-10-02,2019-10-08,16.36,11.03,14.02,12.98,18.88
40,2020-09-30,2020-10-06,15.16,13.2,12.65,12.63,18.73
40,2021-10-06,2021-10-12,14.46,11.17,11.58,12.88,18.02
40,2022-10-05,2022-10-11,17.92,13.26,14.62,13.38,19.84
41,2010-10-13,2010-10-19,8.8,8.2,8.25,10.02,15.25
41,2011-10-12,2011-10-18,14.57,11.91,13.58,12.32,18.68
41,2012-10-10,2012-10-16,14.44,9.89,12.92,11.3,17.91
41,2013-10-09,2013-10-15,12.5,9.23,11.13,10.4,16.85
41,2014-10-08,2014-10-14,17.85,13.82,15.99,15.78,20.89
41,2015-10-07,2015-10-13,13.01,9.51,12.25,11.73,17.5
41,2016-10-12,2016-10-18,15.47,11.45,13.92,11.73,18.71
41,2017-10-11,2017-10-17,17.23,15.96,17.72,16.01,21.58
41,2018-10-10,2018-10-16,18.35,16.2,18.76,19.55,22.77
41,2019-10-09,2019-10-15,17.58,15.48,17.32,16.02,21.48
41,2020-10-07,2020-10-13,13.92,10.04,10.89,12.01,17.57
41,2021-10-13,2021-10-19,12.33,13.14,9.73,10.64,17.37
41,2022-10-12,2022-10-18,18.83,16.39,17.76,14.91,21.78
42,2010-10-20,2010-10-26,10.45,5.45,7.36,6.05,14.26
42,2011-10-19,2011-10-25,12.39,8.72,10.3,7.43,16.17
42,2012-10-17,2012-10-23,15.44,14.32,17.76,15.4,20.98
42,2013-10-16,2013-10-22,17.55,12.61,16.23,12.73,20.22
42,2014-10-15,2014-10-21,19.7,16.16,19.24,16.26,22.67
42,2015-10-14,2015-10-20,9.36,9.18,6.29,9.28,15.22
42,2016-10-19,2016-10-25,11.9,8.39,12.23,10.45,16.99
42,2017-10-18,2017-10-24,14.64,12.55,15.65,13.34,19.64
42,2018-10-17,2018-10-23,13.98,11.78,12.64,11.75,18.43
42,2019-10-16,2019-10-22,13.02,12.32,15.39,12.59,19.06
42,2020-10-14,2020-10-20,12.04,10.53,10.03,10.49,17.02
42,2021-10-20,2021-10-26,13.73,12.21,12.44,10.1,18.1
42,2022-10-19,2022-10-25,18.99,14.78,19.03,16.89,22.34
43,2010-10-27,2010-11-02,11.86,10.8,10.72,11.08,17.49
43,2011-10-26,2011-11-01,12.69,12.3,13.35,10.54,18.38
43,2012-10-24,2012-10-30,7.44,7.23,4.88,8.64,14.24
43,2013-10-23,2013-10-29,16.4,14.76,16.3,14.99,21.09
43,2014-10-22,2014-10-28,13.25,11.68,11.54,13.05,18.5
43,2015-10-21,2015-10-27,14.88,10.98,12.74,11.67,18.65
43,2016-10-26,2016-11-01,12.13,9.6,11.09,11.43,17.45
43,2017-10-25,2017-10-31,13.82,12.37,10.38,9.97,17.91
43,2018-10-24,2018-10-30,8.43,7.13,7.81,7.14,14.7
43,2019-10-23,2019-10-29,15.06,12.33,14.62,11.56,19.31
43,2020-10-21,2020-10-27,15.59,11.89,14.3,13.71,19.7
43,2021-10-27,2021-11-02,13.45,9.96,12.49,10.73,17.93
43,2022-10-26,2022-11-01,19.56,15.85,18.61,17.76,22.96
44,2010-11-03,2010-11-09,12.36,10.19,11.11,11.38,17.81
44,2011-11-02,2011-11-08,13.35,12.28,13.33,12.52,19.1
44,2012-10-31,2012-11-06,11.61,7.31,9.71,6.97,15.92
44,2013-10-30,2013-11-05,12.38,10.27,11.25,10.61,17.7
44,2014-10-29,2014-11-04,14.94,11.0,14.17,14.17,19.66
44,2015-10-28,2015-11-03,13.7,11.27,10.95,10.0,17.98
44,2016-11-02,2016-11-08,7.58,6.21,8.85,4.0,14.13
44,2017-11-01,2017-11-07,11.62,8.52,10.37,11.15,17.13
44,2018-10-31,2018-11-06,10.53,6.48,9.85,10.15,16.2
44,2019-10-30,2019-11-05,14.07,9.49,13.45,10.91,18.38
44,2020-10-28,2020-11-03,14.36,12.32,12.06,12.8,19.11
44,2021-11-03,2021-11-09,8.71,6.85,7.05,7.88,14.9
44,2022-11-02,2022-11-08,14.88,10.88,11.93,11.05,18.55
45,2010-11-10,2010-11-16,10.43,6.68,9.72,10.32,16.43
45,2011-11-09,2011-11-15,15.89,7.79,9.66,7.12,17.09
45,2012-11-07,2012-11-13,9.09,7.71,8.41,7.05,15.45
45,2013-11-06,2013-11-12,14.07,7.98,11.26,10.24,17.71
45,2014-11-05,2014-11-11,9.11,8.29,7.83,8.96,15.84
45,2015-11-04,2015-11-10,15.21,13.48,13.37,15.9,20.59
45,2016-11-09,2016-11-15,11.05,6.94,4.77,5.84,14.72
45,2017-11-08,2017-11-14,9.53,7.63,6.14,9.11,15.48
45,2018-11-07,2018-11-13,12.25,9.39,14.19,11.04,18.37
45,2019-11-06,2019-11-12,9.29,5.57,6.03,6.24,14.43
45,2020-11-04,2020-11-10,14.14,7.93,12.86,11.52,18.29
45,2021-11-10,2021-11-16,10.6,7.41,5.83,5.63,14.89
45,2022-11-09,2022-11-15,12.88,8.97,12.11,9.4,17.67
46,2010-11-17,2010-11-23,7.39,4.46,6.99,5.37,14.04
46,2011-11-16,2011-11-22,12.63,5.18,9.56,8.02,16.28
46,2012-11-14,2012-11-20,11.15,5.66,5.76,5.72,14.86
46,2013-11-13,2013-11-19,5.99,5.42,4.06,5.35,13.36
46,2014-11-12,2014-11-18,11.61,8.61,9.5,9.08,16.96
46,2015-11-11,2015-11-17,11.81,11.44,9.33,11.32,17.98
46,2016-11-16,2016-11-22,12.22,9.76,12.07,9.93,18.0
46,2017-11-15,2017-11-21,6.2,7.61,2.63,7.77,14.04
46,2018-11-14,2018-11-20,10.02,5.1,6.44,6.05,14.72
46,2019-11-13,2019-11-19,6.08,5.25,2.99,5.02,13.07
46,2020-11-11,2020-11-17,11.55,11.58,12.12,11.42,18.53
46,2021-11-17,2021-11-23,8.16,8.09,5.36,5.98,14.72
46,2022-11-16,2022-11-22,10.12,8.11,9.87,9.17,16.65
47,2010-11-24,2010-11-30,3.77,-0.79,-0.37,0.4,10.0
47,2011-11-23,2011-11-29,8.86,7.51,3.41,7.49,14.85
47,2012-11-21,2012-11-27,11.29,7.89,11.64,7.82,17.13
47,2013-11-20,2013-11-26,5.79,4.03,2.75,4.25,12.76
47,2014-11-19,2014-11-25,15.32,6.9,12.26,8.97,18.09
47,2015-11-18,2015-11-24,10.86,5.43,6.28,9.04,15.72
47,2016-11-23,2016-11-29,9.13,4.42,9.94,8.39,15.78
47,2017-11-22,2017-11-28,8.51,6.58,7.84,7.0,15.39
47,2018-11-21,2018-11-27,8.19,4.7,6.29,6.15,14.47
47,2019-11-20,2019-11-26,9.31,5.39,7.99,8.56,15.65
47,2020-11-18,2020-11-24,7.53,9.99,5.78,7.39,15.54
47,2021-11-24,2021-11-30,5.33,4.89,2.41,3.75,12.68
47,2022-11-23,2022-11-29,9.56,7.59,7.65,8.09,15.98
48,2010-12-01,2010-12-07,6.07,-2.39,-1.06,-0.45,10.03
48,2011-11-30,2011-12-06,10.78,6.15,10.84,8.51,16.86
48,2012-11-28,2012-12-04,5.72,3.73,2.52,3.67,12.73
48,2013-11-27,2013-12-03,3.18,5.51,-0.66,6.26,12.46
48,2014-11-26,2014-12-02,12.67,7.23,8.95,7.76,16.92
48,2015-11-25,2015-12-01,10.02,9.04,4.15,8.55,15.95
48,2016-11-30,2016-12-06,7.33,1.42,0.79,1.57,11.82
48,2017-11-29,2017-12-05,3.74,2.74,1.64,3.3,11.88
48,2018-11-28,2018-12-04,11.13,11.3,7.92,11.29,17.93
48,2019-11-27,2019-12-03,8.76,5.95,8.91,5.25,15.37
48,2020-11-25,2020-12-01,8.81,5.27,6.05,5.74,14.77
48,2021-12-01,2021-12-07,8.44,5.19,3.93,5.59,14.23
48,2022-11-30,2022-12-06,5.51,3.52,4.56,3.89,13.1
49,2010-12-08,2010-12-14,5.7,1.72,1.56,0.26,11.65
49,2011-12-07,2011-12-13,12.24,5.54,7.9,6.29,16.19
49,2012-12-05,2012-12-11,4.4,2.17,1.31,2.84,11.94
49,2013-12-04,2013-12-10,3.48,4.97,-0.31,3.75,12.18
49,2014-12-03,2014-12-09,5.35,2.97,4.25,3.21,12.96
49,2015-12-02,2015-12-08,9.02,9.58,7.07,7.63,16.46
49,2016-12-07,2016-12-13,7.08,6.43,1.66,4.31,13.7
49,2017-12-06,2017-12-12,6.54,3.36,4.91,4.47,13.66
49,2018-12-05,2018-12-11,9.35,8.54,8.68,8.53,16.82
49,2019-12-04,2019-12-10,6.91,5.79,3.41,4.47,13.92
49,2020-12-02,2020-12-08,6.24,3.33,4.09,5.57,13.65
49,2021-12-08,2021-12-14,8.22,6.53,2.86,6.08,14.54
49,2022-12-07,2022-12-13,2.52,0.38,0.12,0.3,10.46
50,2010-12-15,2010-12-21,4.26,-0.75,0.91,1.52,11.19
50,2011-12-14,2011-12-20,8.29,4.47,4.36,4.97,14.42
50,2012-12-12,2012-12-18,8.93,3.41,6.8,4.94,14.82
50,2013-12-11,2013-12-17,7.18,4.06,4.09,2.73,13.61
50,2014-12-10,2014-12-16,7.69,5.97,7.72,6.06,15.49
50,2015-12-09,2015-12-15,8.97,6.67,8.11,7.11,16.17
50,2016-12-14,2016-12-20,6.05,6.02,0.57,4.73,13.47
50,2017-12-13,2017-12-19,6.61,3.61,3.37,4.72,13.66
50,2018-12-12,2018-12-18,8.05,2.98,0.62,2.19,12.77
50,2019-12-11,2019-12-17,12.36,7.01,7.37,8.99,17.15
50,2020-12-09,2020-12-15,9.61,7.47,6.48,6.23,15.96
50,2021-12-15,2021-12-21,4.58,5.03,1.69,5.46,13.35
50,2022-12-14,2022-12-20,8.75,0.8,4.75,1.06,13.07
51,2010-12-22,2010-12-28,4.07,-0.45,0.43,-0.95,10.82
51,2011-12-21,2011-12-27,7.49,7.42,3.75,6.66,15.26
51,2012-12-19,2012-12-25,10.54,7.27,7.48,8.2,16.9
51,2013-12-18,2013-12-24,7.94,6.89,9.51,7.56,16.58
51,2014-12-17,2014-12-23,7.31,9.11,4.3,8.94,16.13
51,2015-12-16,2015-12-22,12.07,11.99,10.77,12.47,19.66
51,2016-12-21,2016-12-27,10.41,6.55,5.09,5.96,15.8
51,2017-12-20,2017-12-26,6.65,8.16,6.71,8.58,16.22
51,2018-12-19,2018-12-25,11.71,8.0,9.01,9.02,17.75
51,2019-12-18,2019-12-24,11.69,8.5,11.52,9.55,18.45
51,2020-12-16,2020-12-22,11.29,9.5,8.98,8.6,17.87
51,2021-12-22,2021-12-28,11.09,3.81,7.38,6.77,16.01
51,2022-12-21,2022-12-27,13.53,9.21,12.32,10.89,19.39
52,2010-12-29,2011-01-04,4.19,1.58,1.45,1.41,12.13
52,2011-12-28,2012-01-03,9.5,8.4,4.93,6.42,16.25
52,2012-12-26,2013-01-01,11.34,8.01,8.75,9.01,17.82
52,2013-12-25,2013-12-31,8.82,5.96,6.51,7.23,16.1
52,2014-12-24,2014-12-30,4.45,2.45,1.16,3.06,12.62
52,2015-12-23,2015-12-29,10.45,9.61,10.37,9.61,18.41
52,2016-12-28,2017-01-03,3.49,-0.13,-0.11,-0.19,11.01
52,2017-12-27,2018-01-02,10.54,5.6,5.47,7.17,16.16
52,2018-12-26,2019-01-01,6.59,4.67,3.48,3.37,14.02
52,2019-12-25,2019-12-31,7.53,4.11,4.06,4.55,14.45
52,2020-12-23,2020-12-29,9.46,4.3,6.39,5.84,15.6
52,2021-12-29,2022-01-04,12.88,11.33,9.01,10.57,19.16
52,2022-12-28,2023-01-03,12.42,9.8,9.95,10.89,19.01
53,2009-12-30,2010-01-05,3.62,-2.61,-0.34,-1.73,10.39
53,2015-12-30,2016-01-05,10.43,6.72,7.29,8.3,17.15
53,2020-12-30,2021-01-05,2.5,2.22,1.69,2.75,12.43
