title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Barrage,19 juillet 2017,Drame,1h 50min,Laura Schroeder,"Laura Schroeder, Marie Nimier","Lolita Chammah, Thémis Pauwels, Isabelle Huppert",None,Luxembourg,Alfama Films,Box Office France,"['19 au 26 juillet 2017', '26 juillet au 2 août 2017']",4 353,1 262,"2,4","2,4",14953
Waking the Dead,6 juin 2001,"Drame, Romance, Thriller",1h 45min,Keith Gordon,"Robert Dillon, Keith Gordon","Billy Crudup, Jennifer Connelly, Molly Parker",None,U.S.A.,26 822 entrées,Box Office France,['06 au 13 juin 2001'],26 822,None,"2,7","2,7",3159
Leyd'a,15 juillet 2020,Drame,1h 48min,Yaron Shani,Yaron Shani,"Stav Almagor, Ori Shani, Leah Tonic",None,Israël,Art House,Box Office France,"['15 au 22 juillet 2020', '22 au 29 juillet 2020']",6 652,4 267,"3,6","3,1",81032
Non,31 janvier 2018,Drame,1h 42min,Eñaut Castagnet,"Ximun Fuchs, Ximun Fuchs","Ximun Fuchs, Hélène Hervé, Fafiole Palassio",None,France,Aldudarrak Bideo,Box Office France,"['31 janvier au 7 février 2018', '07 au 14 février 2018']",146,45,"2,4","2,6",10652
Ayneh,21 décembre 2011,Drame,1h 34min,Jafar Panahi,Jafar Panahi,"Mina Mohammad Khani, Aida Mohammadkhani, Kazem Mojdehi",None,Iran,Tamasa Distribution,Box Office France,"['21 au 28 décembre 2011', '28 décembre 2011 au 4 janvier 2012']",1 511,1 107,"4,2","3,8",28105
11 minutes,19 avril 2017,Thriller,1h 21min,Jerzy Skolimowski,Jerzy Skolimowski,"Richard Dormer, Paulina Chapko, Wojciech Mecwaldowski",None,Pologne,Zootrope Films,Box Office France,"['19 au 26 avril 2017', '26 avril au 3 mai 2017']",4 133,1 337,"3,2","3,2",18777
La Vie nous appartient,25 mai 2016,Drame,1h 28min,Alex K. Lee,Alex K. Lee,"Alix Bénézech, Florent Arnoult",None,Autriche,Blue Movies Productions,Box Office France,"['25 mai au 1 juin 2016', '01 au 8 juin 2016']",45,30,"3,5",--,8987
Dégradé,27 avril 2016,Comédie dramatique,1h 23min,Arab Nasser,"Tarzan Nasser, Arab Nasser, Tarzan Nasser","Hiam Abbass, Victoria Balitska, Manal Awad",None,France,Le Pacte,Box Office France,"['27 avril au 4 mai 2016', '04 au 11 mai 2016']",17 992,7 031,"2,9","3,2",112468
Soumaya,5 février 2020,Drame,1h 43min,Waheed Khan,"Ubaydah Abu-Usayd, Maryam Um-Usayd, Ubaydah Abu-Usayd","Soraya Hachoumi, Sonya Mellah, Sarah Perriez",None,France,Yaraa Distribution,Box Office France,"['05 au 12 février 2020', '12 au 19 février 2020']",156,132,"3,0","3,8",6990
Ma révolution,3 août 2016,Drame,1h 20min,Ramzi Ben Sliman,"Ramzi Ben Sliman, Thomas Cailley","Samuel Vincent, Anamaria Vartolomei, Lubna Azabal",None,France,Memento Distribution,Box Office France,"['03 au 10 août 2016', '10 au 17 août 2016']",2 395,227,"3,2","2,9",29467
Pas Si Grave,5 mars 2003,Comédie dramatique,1h 40min,Bernard Rapp,Bernard Rapp,"Sami Bouajila, Jean-Michel Portal, Romain Duris",None,France,Pathé,Box Office France,['05 au 12 mars 2003'],99 583,None,"2,9","2,7",6755
Svecenikova djeca,1 avril 2015,Comédie dramatique,1h 33min,Andro Krpan,"Vinko Brešan, Mate Matisic, Vinko Brešan","Kresimir Mikic, Niksa Butijer, Drazen Kuhn",None,Croatie,Wide Distribution,Box Office France,"['01 au 8 avril 2015', '08 au 15 avril 2015']",6 656,3 440,"2,3","3,5",35023
Unaccompanied Minors,None,"Comédie, Aventure, Famille",1h 29min,Paul Feig,"Jacob Meszaros, Mya Stark","Lewis Black, Wilmer Valderrama, Tyler James Williams",None,U.S.A.,,Box Office US,"['08 au 11 décembre 2006', '15 au 18 décembre 2006']",5 815 474,3 545 352,"2,6",--,None
Gusukô Budori no denki,27 août 2014,"Animation, Fantastique, Aventure",1h 46min,Gisaburo Sugii,Gisaburo Sugii,"Akira Emoto, Ryûzô Hayashi, Shozo Hayashiya",à partir de 10 ans (children's film),Japon,Eurozoom,Box Office France,"['27 août au 3 septembre 2014', '03 au 10 septembre 2014']",6 064,1 100,"3,2","2,4",35348
Ginger & Rosa,29 mai 2013,Drame,1h 30min,Sally Potter,Sally Potter,"Elle Fanning, Alice Englert, Christina Hendricks",None,Grande-Bretagne,Eurozoom,Box Office France,"['22 au 29 mai 2013', '29 mai au 5 juin 2013']",108,8 297,"3,3","3,1",43855
The Return,None,"Thriller, Drame",1h 25min,Asif Kapadia,Adam Sussman,"Sarah Michelle Gellar, Sam Shepard, Peter O'Brien",None,U.S.A.,UGC Ph,Box Office US,"['10 au 13 novembre 2006', '17 au 20 novembre 2006']",4 479 621,1 723 615,"2,4","1,8",51203
Manglehorn,3 juin 2015,Drame,1h 37min,David Gordon Green,Paul Brad Logan,"Al Pacino, Holly Hunter, Chris Messina",None,U.S.A.,The Jokers / Le Pacte,Box Office France,"['03 au 10 juin 2015', '10 au 17 juin 2015']",15 328,5 713,"2,7","2,4",375933
Sufat Chol,25 janvier 2017,Drame,1h 27min,Elite Zexer,Elite Zexer,"Lamis Ammar, Ruba Blal, Hitham Omari",None,Israël,Pyramide Distribution,Box Office France,"['25 janvier au 1 février 2017', '01 au 8 février 2017']",30 291,20 435,"3,4","3,3",206789
Angry Indian Goddesses,27 juillet 2016,"Comédie dramatique, Comédie, Drame",1h 55min,Pan Nalin,Pan Nalin,"Amrit Maghera, Rajshri Deshpande, Pavleen Gujral",None,Inde,ARP Sélection,Box Office France,"['27 juillet au 3 août 2016', '03 au 10 août 2016']",13 491,7 377,"2,9","4,1",263648
Centaur,31 janvier 2018,Drame,1h 29min,Aktan Arym Kubat,"Aktan Arym Kubat, Ernest Abdyjaparov","Aktan Arym Kubat, Nuraly Tursunkojoev, Zarema Asanalieva",None,kirghizistan,Epicentre Films,Box Office France,"['31 janvier au 7 février 2018', '07 au 14 février 2018']",5 093,2 608,"3,4","3,8",21537
Romeos,4 septembre 2013,"Drame, Comédie",1h 34min,Sabine Bernardi,Sabine Bernardi,"Rick Okon, Maximilian Befort, Liv Lisa Fries",None,Allemagne,Outplay Films,Box Office France,"['04 au 11 septembre 2013', '11 au 18 septembre 2013']",2 052,762,"3,0","3,7",26067
Joyful Noise,None,Comédie musicale,1h 58min,Todd Graff,Todd Graff,"Queen Latifah, Dolly Parton, Kris Kristofferson",None,U.S.A.,,Box Office US,"['13 au 16 janvier 2012', '20 au 23 janvier 2012']",13 802 308,5 917 437,"2,7",--,5990
Mimosas,24 août 2016,Drame,1h 33min,Oliver Laxe,"Oliver Laxe, Santiago Fillol","Ahmed Hammoud, Shakib Ben Omar, Said Aagli",None,Espagne,UFO Distribution,Box Office France,"['24 au 31 août 2016', '31 août au 7 septembre 2016']",9 532,4 355,"3,4","2,3",29934
Las Acacias,4 janvier 2012,Drame,1h 25min,Pablo Giorgelli,"Pablo Giorgelli, Salvador Roselli","Germán De Silva, Hebe Duarte, Nayra Calle Mamani",None,Espagne,Bodega Films,Box Office France,"['21 au 28 décembre 2011', '04 au 11 janvier 2012']",1 861,32 420,"4,0","3,2",247733
Casting,27 février 2019,"Comédie, Drame",1h 28min,Nicolas Wackerbarth,"Nicolas Wackerbarth, Hannes Held","Andreas Lust, Judith Engel, Milena Dreißig",None,Allemagne,ASC Distribution,Box Office France,"['27 février au 6 mars 2019', '06 au 13 mars 2019']",316,77,"3,3","2,9",6321
The Apparition,None,"Epouvante-horreur, Thriller",1h 22min,Todd Lincoln,Todd Lincoln,"Ashley Greene Khoury, Sebastian Stan, Tom Felton",None,U.S.A.,,Box Office US,['24 au 27 août 2012'],2 841 488,None,"1,8",--,49111
Not Easily Broken,None,"Drame, Romance",1h 39min,Bill Duke,Brian Bird,"Morris Chestnut, Taraji P. Henson, Jenifer Lewis",None,U.S.A.,,Box Office US,"['09 au 12 janvier 2009', '16 au 19 janvier 2009']",5 314 278,1 945 080,"3,5",--,None
Chun feng chen zui de ye wan,14 avril 2010,Comédie dramatique,1h 55min,Lou Ye,Mei Feng,"Chen Sicheng, Hao Qin, Tan Zhuo",None,France,Le Pacte,Box Office France,"['14 au 21 avril 2010', '21 au 28 avril 2010']",13 419,6 442,"3,4","2,6",92251
El último verano de la boyita,8 septembre 2010,Drame,1h 30min,Julia Solomonoff,Julia Solomonoff,"Guadalupe Alonso, Nicolas Treise, Mirella Pascual",None,Argentine,Epicentre Films,Box Office France,"['08 au 15 septembre 2010', '15 au 22 septembre 2010']",7 648,3 624,"3,8","3,7",58856
Jack Goes Boating,29 décembre 2010,"Comédie, Romance, Drame",1h 31min,Philip Seymour Hoffman,Robert Glaudini,"Philip Seymour Hoffman, Amy Ryan, John Ortiz",None,U.S.A.,Le Pacte,Box Office France,"['29 décembre 2010 au 5 janvier 2011', '05 au 12 janvier 2011']",19 582,13 707,"2,7","2,6",230714
Grandma,None,"Comédie, Drame, Famille",1h 19min,Paul Weitz,Paul Weitz,"Lily Tomlin, Julia Garner, Marcia Gay Harden",None,U.S.A.,Sony Pictures Home Entertainment,Box Office US,['18 au 21 septembre 2015'],1 501 101,None,"3,1",--,5252
Le Pressentiment,4 octobre 2006,Drame,1h 40min,Jean-Pierre Darroussin,"Jean-Pierre Darroussin, Valérie Stroh","Jean-Pierre Darroussin, Valérie Stroh, Nathalie Richard",None,France,Bac Films,Box Office France,"['04 au 11 octobre 2006', '11 au 18 octobre 2006']",76 590,48 269,"3,7","2,2",64157
Walden,7 septembre 2022,Drame,1h 25min,Bojena Horackova,"Bojena Horackova, Marc Cholodenko","Ina Marija Bartaité, Laurynas Jurgelis, Fabienne Babe",None,France,La Traverse,Box Office France,"['07 au 14 septembre 2022', '14 au 21 septembre 2022']",556,210,"3,3","3,0",3586
Hodja fra Pjort,1 mai 2019,"Animation, Famille",1h 21min,Karsten Kiilerich,Karsten Kiilerich,"Thure Lindhardt, Özlem Saglanmak, Birgitte Raaberg",à partir de 6 ans (children's film),Danemark,KMBO,Box Office France,"['01 au 8 mai 2019', '08 au 15 mai 2019']",34 298,22 686,"3,0","3,8",356928
Empire,None,"Thriller, Drame",1h 30min,Franc Reyes,Franc Reyes,"John Leguizamo, Denise Richards, Isabella Rossellini",None,U.S.A.,,Box Office US,"['06 au 9 décembre 2002', '13 au 16 décembre 2002']",6 273 000,2 776 000,"2,5",--,None
Bubble,10 mai 2006,"Drame, Thriller",1h 13min,Steven Soderbergh,Coleman Hough,"Debbie Doebereiner, Dustin Ashley, Misty Wilkins",None,U.S.A.,Metropolitan FilmExport,Box Office France,['17 au 24 mai 2006'],21 622,None,"3,7","2,4",35901
La Petite Jérusalem,14 décembre 2005,Drame,1h 34min,Karin Albou,Karin Albou,"Fanny Valette, Elsa Zylberstein, Bruno Todeschini",None,France,Ouragan films,Box Office France,"['14 au 21 décembre 2005', '21 au 28 décembre 2005']",36 481,20 292,"3,9","2,8",26175
Charlie Bartlett,None,"Comédie dramatique, Romance",1h 37min,Jon Poll,Gustin Nash,"Anton Yelchin, Robert Downey Jr., Hope Davis",None,U.S.A.,,Box Office US,"['22 au 25 février 2008', '29 février 2008 au 3 mars 2008']",1 836 256,836 285,"3,4",--,24378
Cendres et sang,9 septembre 2009,Drame,1h 45min,Fanny Ardant,Fanny Ardant,"Ronit Elkabetz, Abraham Belaga, Marc Ruchmann",None,France,Alfama Films,Box Office France,"['09 au 16 septembre 2009', '16 au 23 septembre 2009']",8 123,3 072,"2,5","2,4",33935
The Square,21 janvier 2009,"Thriller, Drame, Judiciaire",1h 45min,Nash Edgerton,"Matthew Dabner, Joel Edgerton","David Roberts, Claire Van Der Boom, Joel Edgerton",None,Australie,La Fabrique de Films,Box Office France,"['21 au 28 janvier 2009', '28 janvier au 4 février 2009']",8 094,558,"2,9","2,6",196399
The Mountain,26 juin 2019,Drame,1h 48min,Rick Alverson,"Rick Alverson, Dustin Guy Defa","Jeff Goldblum, Tye Sheridan, Denis Lavant","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Stray Dogs Distribution,Box Office France,['26 juin au 3 juillet 2019'],1 380,None,"2,8","3,3",57930
A Matter of Size,27 janvier 2010,Comédie,1h 32min,Sharon Maymon,"Erez Tadmor, Sharon Maymon, Danny Cohen-Solal","Itzik Cohen, Irit Kaplan, Dvir Benedek",None,Israël,Ouragan films,Box Office France,"['27 janvier au 3 février 2010', '03 au 10 février 2010']",13 318,7 315,"2,9","3,4",145971
Ils l'ont fait,15 février 2017,Comédie,1h 20min,Said Bahij,"Rachid Akiyahou, Said Bahij, Rachid Akiyahou","Oumar Diaw, Marc Pierret, Franck Boss",None,France,SBR PROD,Box Office France,"['15 au 22 février 2017', '22 février au 1 mars 2017']",289,116,"3,0",--,12733
L'Age d'homme... maintenant ou jamais,12 septembre 2007,Comédie,1h 28min,Raphael Fejtö,Raphael Fejtö,"Romain Duris, Aïssa Maïga, Clément Sibony",None,France,UGC,Box Office France,"['12 au 19 septembre 2007', '19 au 26 septembre 2007']",100 758,61 132,"2,1","1,5",175301
England Is Mine,7 février 2018,"Biopic, Drame",1h 34min,Mark Gill (II),"Mark Gill (II), William Thacker","Jessica Brown Findlay, Jodie Comer, Jack Lowden",None,Grande-Bretagne,Bodega Films,Box Office France,"['07 au 14 février 2018', '14 au 21 février 2018']",3 381,1 102,"2,7","2,9",19350
Slovenka,2 février 2011,Drame,1h 27min,Damjan Kozole,"Damjan Kozole, Matevž Luzar","Nina Ivanisin, Peter Musevski, Primož Pirnat",None,Slovénie,Epicentre Films,Box Office France,"['02 au 9 février 2011', '09 au 16 février 2011']",2 553,1 039,"2,9","2,9",232075
Atarrabi et Mikelats,1 septembre 2021,"Drame, Fantastique",2h 03min,Eugène Green,Eugène Green,"Saia Hiriart, Lukas Hiriart, Ainara Leemans",None,France,UFO Distribution,Box Office France,"['01 au 8 septembre 2021', '08 au 15 septembre 2021']",2 163,876,"3,8","2,7",55035
Une chanson pour ma mère,27 mars 2013,Comédie,1h 35min,Joël Franka,"Joël Franka, Benoît Mariage","Patrick Timsit,  Dave, Sylvie Testud",None,France,The Walt Disney Company France,Box Office France,"['27 mars au 3 avril 2013', '03 au 10 avril 2013']",91 129,24 199,"1,9","2,0",310366
Capelito,27 octobre 2010,Animation,0h 42min,Rodolfo Pastor,Rodolfo Pastor,"Amanda Delgado, David Ortega, Adriana Bertrán",à partir de 3 ans (children's film),Espagne,Cinéma Public Films,Box Office France,"['27 octobre au 3 novembre 2010', '03 au 10 novembre 2010']",19 617,7 289,"2,8","3,3",533
Ha-Sippur Shel Yossi,2 janvier 2013,"Drame, Romance",1h 23min,Eytan Fox,Itay Segal,"Ohad Knoller, Oz Zehavi, Lior Ashkenazi",None,Israël,Bodega Films,Box Office France,"['02 au 9 janvier 2013', '09 au 16 janvier 2013']",5 533,3 287,"3,1","3,0",93887
Où va la nuit,4 mai 2011,Drame,1h 45min,Martin Provost,"Martin Provost, Marc Abdelnour","Edith Scob, Jan Hammenecker, Yolande Moreau",None,France,Diaphana Films,Box Office France,"['04 au 11 mai 2011', '11 au 18 mai 2011']",50 636,30 718,"3,2","3,0",201165
Désordres,17 avril 2013,Thriller,1h 40min,Etienne Faure,Etienne Faure,"Isaach de Bankolé, Sonia Rolland, Niels Schneider",None,France,Re-Distribution,Box Office France,"['17 au 24 avril 2013', '24 avril au 1 mai 2013']",70,37,"1,8","1,9",24224
A Very Harold & Kumar 3D Christmas,None,Comédie,1h 30min,Todd Strauss-Schulson,"Jon Hurwitz, Hayden Schlossberg","Kal Penn, John Cho, Neil Patrick Harris",None,U.S.A.,,Box Office US,"['04 au 7 novembre 2011', '11 au 14 novembre 2011']",13 065 000,5 900 000,"3,1",--,2293
Admission,None,Comédie,1h 47min,Paul Weitz,Karen Croner,"Tina Fey, Paul Rudd, Michael Sheen",None,U.S.A.,,Box Office US,"['22 au 25 mars 2013', '29 mars 2013 au 1 avril 2013']",6 446 000,3 235 263,"2,4",--,36362
La Siciliana ribelle,13 mai 2009,"Drame, Policier",1h 53min,Marco Amenta,"Marco Amenta, Sergio Donati","Gérard Jugnot, Veronica D'Agostino, Francesco Casisa",None,France,Rezo Films,Box Office France,"['13 au 20 mai 2009', '20 au 27 mai 2009']",17 093,6 749,"2,8","2,7",64552
The Namesake,28 mars 2007,"Comédie dramatique, Romance",2h 02min,Mira Nair,Sooni Taraporevala,"Linus Roache,  Tabu, Irrfan Khan",None,U.S.A.,Twentieth Century Fox France,Box Office US,"['16 au 19 mars 2007', '23 au 26 mars 2007']",715 026,1 306 819,"3,0","3,6",31292
Kicking & Screaming,None,"Comédie, Famille",1h 35min,Jesse Dylan,"Leonardo Benvenuti, Steve Rudnick","Will Ferrell, Robert Duvall, Josh Hutcherson",None,U.S.A.,United International Pictures (UIP),Box Office US,"['13 au 16 mai 2005', '20 au 23 mai 2005']",20 159 925,10 721 715,"2,0",--,6584
Beau rivage,4 janvier 2012,"Drame, Fantastique, Romance",1h 30min,Julien Donada,"Julien Donada, Christian Paigneau","Daniel Duval, Chiara Caselli, Thomas Gonzalez",None,France,KapFilms,Box Office France,"['04 au 11 janvier 2012', '11 au 18 janvier 2012']",738,232,"2,9","2,7",35160
Buñuel en el Laberinto de las Tortugas,19 juin 2019,Animation,1h 20min,Salvador Simó,"Eligio R. Montero, Salvador Simó","Jorge Usón, Fernando Ramos, Luis Enrique de Tomás",None,Espagne,Eurozoom,Box Office France,"['19 au 26 juin 2019', '26 juin au 3 juillet 2019']",6 214,5 129,"3,9","3,8",14176
Yomeddine,21 novembre 2018,"Drame, Aventure, Comédie",1h 37min,A. B. Shawky,A. B. Shawky,"Rady Gamal, Ahmed Abdelhafiz, Shahira Fahmy",None,Egypte,Le Pacte,Box Office France,"['21 au 28 novembre 2018', '28 novembre au 5 décembre 2018']",11 295,8 025,"2,9","3,9",99820
Kabullywood,6 février 2019,"Comédie dramatique, Guerre, Drame, Comédie",1h 25min,Louis Meunier,"Ariel Nasr, Louis Meunier","Roya Heydari, Omid Rawendah, Ghulam Reza Rajabi",None,France,Destiny Films,Box Office France,"['06 au 13 février 2019', '13 au 20 février 2019']",2 622,834,"3,4","3,7",12839
Dayveon,27 septembre 2017,Drame,1h 15min,Amman Abbasi,"Amman Abbasi, Steven Reneau","Devin Blackmon, Kordell ""KD"" Johnson, Chasity Moore",None,U.S.A.,The Jokers / Les Bookmakers,Box Office France,"['27 septembre au 4 octobre 2017', '04 au 11 octobre 2017']",2 017,383,"3,0","3,1",17113
Choke,21 janvier 2009,Comédie dramatique,1h 32min,Clark Gregg,Clark Gregg,"Sam Rockwell, Anjelica Huston, Kelly Macdonald","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Twentieth Century Fox France,Box Office France,"['21 au 28 janvier 2009', '28 janvier au 4 février 2009']",4 510,1 186,"2,8","2,5",108416
Kong bu fen zi,14 décembre 2011,"Drame, Policier",1h 49min,Edward Yang,"Edward Yang, Hsiao Yeh","Cora Miao, Lee Lih-Chyun, Shih-Chieh King",None,Taïwan,Splendor Films,Box Office France,"['14 au 21 décembre 2011', '21 au 28 décembre 2011']",1 549,467,"4,1","3,3",969
Suite Armoricaine,None,Drame,2h 28min,Pascale Breton,Pascale Breton,"Valérie Dréville, Kaou Langoët, Elina Löwensohn",None,France,Météore Films,Box Office France,"['02 au 9 mars 2016', '09 au 16 mars 2016']",1 898,5 791,"3,4","3,5",22872
Le Jardinier qui voulait être Roi,15 février 2012,Animation,1h 15min,David Sukup,"Kristina Dufková, Vlasta Pospíšilová","André Wilms, Jan Werich, Miroslav Krobot",à partir de 6 ans (children's film),République tchèque,2 nominations,Box Office France,"['15 au 22 février 2012', '22 au 29 février 2012']",13 065,9 550,"3,3","2,7",519
Titli,6 mai 2015,"Drame, Bollywood",2h 07min,Kanu Behl,"Kanu Behl, Sharat Kataryia","Shashank Arora, Shivani Raghuvanshi, Ranvir Shorey","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Inde,UFO Distribution,Box Office France,"['06 au 13 mai 2015', '13 au 20 mai 2015']",16 728,12 155,"3,8","3,7",144081
La Cinquième Saison,24 juillet 2013,Drame,1h 33min,Peter Brosens,"Jessica Hope Woodworth, Peter Brosens, Jessica Hope Woodworth","Aurélia Poirier, Django Schrevens, Sam Louwyck","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Belgique,Equation,Box Office France,"['24 au 31 juillet 2013', '31 juillet au 7 août 2013']",1 738,751,"3,9","2,6",28104
The Look of Love,19 juin 2013,"Biopic, Comédie, Drame",1h 41min,Michael Winterbottom,Matt Greenhalgh,"Steve Coogan, Anna Friel, Imogen Poots",Interdit aux moins de 12 ans,Grande-Bretagne,Pretty Pictures,Box Office France,"['19 au 26 juin 2013', '26 juin au 3 juillet 2013']",14 454,4 756,"2,8","2,5",282184
Noir océan,22 juin 2011,Drame,1h 27min,Marion Hänsel,Marion Hänsel,"Nicolas Robin, Adrien Jolivet, Romain David",None,Belgique,Eurozoom,Box Office France,"['22 au 29 juin 2011', '29 juin au 6 juillet 2011']",1 019,496,"2,6","2,3",50144
Lola,5 mai 2010,Comédie dramatique,1h 50min,Brillante Mendoza,Linda Casimiro,"Anita Linda, Rustica Carpio, Tanya Gomez",None,France,Equation,Box Office France,"['05 au 12 mai 2010', '12 au 19 mai 2010']",15 234,15 970,"4,2","3,3",34890
Swing Vote,None,Comédie dramatique,2h 00min,Joshua Michael Stern,"Jason Richman, Joshua Michael Stern","Kevin Costner, Dennis Hopper, Kelsey Grammer",None,U.S.A.,,Box Office US,"['01 au 4 août 2008', '08 au 11 août 2008']",6 230 669,3 125 290,"3,1",--,None
Millefeuille,5 juin 2013,Comédie dramatique,1h 45min,Nouri Bouzid,"Nouri Bouzid, Joumène Limam","Souhir Ben Amara, Bahram Aloui, Lofti Ebdelli",None,France,Paradis Films,Box Office France,"['05 au 12 juin 2013', '12 au 19 juin 2013']",6 410,3 499,"3,6","2,9",150929
Le Démantèlement,4 décembre 2013,"Drame, Famille",1h 52min,Sébastien Pilote,Sébastien Pilote,"Gabriel Arcand, Gilles Renaud, Lucie Laurier",None,Canada,Dulac Distribution,Box Office France,"['04 au 11 décembre 2013', '11 au 18 décembre 2013']",7 085,3 820,"3,7","3,5",148568
