,genre,duration,nationality,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency
4899,Drame,91,Japon,5072,2.9,2.4,72255.0,0.0,-2.57,-4.89,-2.12,-6.15,-4.69,Winter,False,0.0,0.0,0,54.0
4900,"Animation, Famille, Science fiction",76,U.S.A.,79931,1.0,1.5,319979.0,0.0,10.82,-0.45,4.07,0.43,-0.95,Winter,True,0.0,0.0,0,142.0
4901,Drame,87,Allemagne,5500,2.9,3.8,58141.0,0.0,18.92,14.49,17.8,18.41,15.91,Summer,True,0.0,0.0,0,9.0
4902,"Drame, Policier, Thriller",100,Danemark,4073,2.8,3.1,31893.0,0.0,-1.73,-2.09,-1.98,-2.41,-3.15,Winter,False,0.0,0.0,0,3.0
4903,Comédie,100,France,18080,3.4,1.9,77544.0,0.0,13.88,10.41,15.08,15.36,12.54,Spring,True,0.33,0.0,0,30.0
4904,Drame,106,Afrique du Sud,5217,3.1,3.0,119036.0,0.0,9.22,9.59,9.56,8.93,10.03,Winter,True,0.0,0.0,0,158.0
4905,Drame,103,Iran,5681,3.2,3.6,138793.0,0.0,1.66,-0.82,2.86,-1.67,-0.07,Winter,True,0.0,0.0,0,31.0
4906,Comédie,82,France,4005,2.5,2.5,173524.0,0.0,3.6,3.58,7.14,2.34,2.93,Winter,False,0.0,0.0,0,19.0
4907,"Drame, Historique",97,Allemagne,999,3.1,2.8,17278.0,0.0,13.03,12.87,12.19,14.55,11.53,Spring,False,0.0,0.0,0,34.0
4908,Drame,75,Portugal,851,2.5,2.7,9857.0,0.0,4.8,2.57,7.1,4.52,3.83,Winter,True,0.0,0.0,0,30.0
4909,Historique,90,France,1133,2.9,2.9,21780.0,0.0,7.36,7.52,8.24,4.8,8.26,Winter,True,0.0,0.0,0,3.0
4910,Drame,114,Russie,7876,2.4,3.0,131612.0,0.0,2.81,1.55,6.02,2.25,1.22,Winter,False,0.0,0.0,0,116.0
4911,Drame,90,Grèce,5389,3.6,3.5,148846.0,0.0,11.53,8.28,10.08,10.32,10.99,Spring,True,0.0,0.0,0,64.0
4912,Drame,102,Argentine,5250,3.2,3.1,32593.0,0.0,12.9,11.77,11.69,13.6,10.42,Spring,True,0.0,0.0,0,71.0
4913,"Drame, Romance",99,Finlande,1323,2.6,3.4,16979.0,1650000.0,18.5,11.68,13.25,11.54,13.05,Autumn,True,0.0,0.0,0,9.0
4914,Drame,87,France,2542,2.1,2.2,30508.0,0.0,13.45,12.39,13.83,12.59,11.42,Spring,True,0.0,0.0,0,71.0
4915,Drame,90,Nicaragua,20,2.7,2.9,18906.0,500.0,20.12,14.78,15.37,16.59,14.85,Autumn,False,0.0,0.0,0,3.0
4916,Thriller,96,France,296,1.9,2.9,22515.0,1500000.0,2.69,4.67,2.55,0.0,3.25,Winter,False,0.0,0.0,0,38.0
4917,Drame,103,Italie,1717,3.0,3.0,6410.0,0.0,16.17,14.84,16.65,17.09,16.25,Spring,True,0.0,0.0,0,6.0
4918,Comédie dramatique,87,Belgique,239,2.4,2.6,9039.0,0.0,18.45,8.5,11.69,11.52,9.55,Winter,False,0.0,0.0,0,1.0
4919,"Drame, Historique",183,Grande-Bretagne,3163,4.0,4.2,15548.0,0.0,23.73,21.51,24.13,20.85,22.18,Summer,True,0.0,0.0,0,54.0
4920,"Drame, Musical",89,France,330,3.5,2.8,3290.0,0.0,14.03,13.35,14.83,13.08,11.91,Spring,True,0.0,0.0,0,2.0
4921,"Fantastique, Drame",88,République tchèque,117,2.1,2.9,20205.0,0.0,16.28,5.18,12.63,9.56,8.02,Autumn,False,0.0,0.0,0,1.0
4922,"Drame, Western",110,Italie,3627,3.2,3.2,308117.0,0.0,12.9,11.77,11.69,13.6,10.42,Spring,True,0.0,0.0,0,86.0
4923,"Drame, Aventure, Comédie",97,Egypte,11295,2.9,3.9,99814.0,0.0,14.47,4.7,8.19,6.29,6.15,Autumn,False,0.0,0.0,0,207.0
4924,"Drame, Historique",91,France,464,2.5,1.8,62302.0,0.0,11.08,8.4,12.14,8.55,9.33,Spring,True,0.0,0.0,0,65.0
4925,Drame,101,Malte,490,3.4,3.7,6388.0,0.0,21.21,18.01,17.25,16.66,17.13,Autumn,False,0.0,0.0,0,8.0
4926,Comédie dramatique,89,Israël,3898,2.4,2.9,14306.0,0.0,22.12,17.52,22.76,22.14,20.2,Summer,True,0.0,0.0,0,23.0
4927,"Historique, Biopic, Drame, Musical, Romance",118,Portugal,13021,2.9,3.0,122891.0,0.0,18.09,6.9,15.32,12.26,8.97,Autumn,False,0.0,0.0,0,30.0
4928,Drame,81,France,4586,2.8,1.9,55141.0,0.0,16.19,5.54,12.24,7.9,6.29,Winter,False,0.0,0.0,0,71.0
4929,Comédie,95,Finlande,47737,2.7,1.9,590080.0,0.0,7.16,7.86,7.32,6.21,8.42,Winter,False,0.0,0.0,0,15.0
4930,Drame,99,Canada,25256,2.6,2.5,385454.0,0.0,21.89,18.01,20.23,21.47,18.75,Summer,True,0.0,0.0,0,134.0
4931,"Historique, Drame",95,Iran,8689,3.1,2.9,71761.0,0.0,12.77,11.7,14.32,11.78,11.03,Spring,True,0.0,0.0,0,83.0
4932,Comédie dramatique,82,France,2976,3.6,2.5,40902.0,0.0,-1.02,-0.29,0.59,-4.8,-3.6,Winter,False,0.0,0.0,0,48.5
4933,"Expérimental, Drame",83,Thaïlande,1236,3.8,3.1,5162.0,0.0,8.44,9.35,11.23,9.15,8.47,Winter,False,0.0,0.0,0,48.5
4934,"Animation, Famille",79,Finlande,2196,3.0,2.9,16375.0,0.0,11.88,2.74,3.74,1.64,3.3,Autumn,False,0.67,0.0,0,22.0
4935,Drame,108,Grande-Bretagne,7112,3.4,2.6,411609.0,0.0,7.35,5.59,9.45,5.49,6.21,Spring,True,0.0,0.0,0,124.5
4936,"Comédie, Drame",104,Jordanie,12950,3.2,3.1,325469.0,0.0,14.05,11.47,13.55,13.21,13.03,Spring,True,0.0,0.0,0,76.0
4937,Comédie,84,France,147,1.0,3.4,14684.0,0.0,12.18,4.97,3.48,-0.31,3.75,Winter,False,0.0,0.0,0,22.0
4938,Drame,110,U.S.A.,4636,2.7,2.7,145002.0,0.0,16.85,9.23,12.5,11.13,10.4,Autumn,False,0.33,0.5,1,258.0
4939,"Comédie, Comédie dramatique, Romance",88,Belgique,45618,2.1,2.3,274000.0,0.0,18.92,14.49,17.8,18.41,15.91,Summer,True,0.0,0.0,0,124.0
4940,"Drame, Policier",101,U.S.A.,46,1.9,2.4,7607.0,15000000.0,2.44,1.59,5.27,1.41,1.91,Winter,False,0.0,0.0,0,4.0
4941,Drame,121,France,2033,2.1,2.6,195605.0,0.0,13.45,12.39,13.83,12.59,11.42,Spring,True,0.0,0.0,0,7.0
4942,Drame,102,France,2088,3.0,3.2,14021.0,0.0,18.23,11.77,16.54,13.23,11.61,Autumn,False,0.0,0.0,0,18.0
4943,Drame,96,France,12598,3.5,3.7,34418.0,0.0,14.0,12.13,13.95,15.21,11.71,Spring,True,0.0,0.0,0,1.0
4944,Drame,94,Israël,12934,2.7,1.8,35277.0,0.0,12.15,11.01,12.06,11.05,9.65,Spring,True,0.0,0.0,0,79.0
4945,Drame,91,Hongrie,4899,3.5,3.6,168888.0,1669597.0,6.79,5.41,10.67,8.32,6.53,Winter,False,0.0,0.0,0,13.0
4946,Drame,83,France,6695,3.3,3.5,22187.0,0.0,22.81,17.8,21.7,21.99,19.58,Summer,True,0.0,0.0,0,26.0
4947,Drame,75,France,940,3.2,2.7,31839.0,0.0,22.43,20.14,22.72,22.31,19.98,Summer,False,0.0,0.0,0,158.0
4948,Comédie dramatique,82,France,2860,3.6,2.8,22555.0,0.0,14.27,14.03,14.87,14.29,14.14,Spring,False,0.0,0.0,0,79.0
4949,Comédie,76,Norvège,4621,2.7,3.0,276185.0,3100000.0,6.45,6.13,9.87,5.96,7.28,Winter,False,0.0,0.0,0,38.0
4950,Comédie,93,U.S.A.,16256,1.7,1.8,351295.0,26350000.0,24.08,20.0,26.28,21.1,21.01,Summer,True,0.33,0.0,0,134.0
4951,"Drame, Romance",97,Italie,25651,3.6,3.8,207277.0,0.0,18.36,15.86,18.08,20.84,13.04,Summer,False,0.0,0.0,0,95.0
4952,"Drame, Comédie dramatique",91,U.S.A.,278,2.9,3.0,5030.0,0.0,8.27,9.93,11.27,9.92,9.23,Winter,True,0.0,0.0,0,6.0
4953,Drame,92,Belgique,464,3.0,3.4,119868.0,2000000.0,11.74,12.55,12.13,10.9,10.1,Spring,False,0.0,0.0,0,6.0
4954,Drame,90,France,7188,3.3,2.4,299246.0,0.0,24.08,20.0,26.28,21.1,21.01,Summer,True,0.0,0.0,0,71.0
4955,Drame,74,Finlande,1400,3.2,3.7,108927.0,0.0,7.29,5.28,7.98,6.1,7.1,Spring,False,0.0,0.0,0,7.0
4956,"Biopic, Historique",116,Pays-Bas,5723,3.0,2.8,129276.0,0.0,7.07,6.51,8.57,6.65,7.64,Winter,False,0.0,0.0,0,71.0
4957,Comédie dramatique,80,Roumanie,21695,3.9,3.8,705299.0,0.0,10.39,-2.61,3.62,-0.34,-1.73,Winter,True,0.0,0.0,0,207.0
4958,"Drame, Guerre",90,France,788,1.8,2.9,8314.0,0.0,23.08,17.62,20.2,21.08,20.49,Autumn,False,0.0,0.0,0,1.0
4959,Drame,103,Israël,21574,2.9,2.9,88245.0,0.0,11.19,-0.75,4.26,0.91,1.52,Winter,False,0.0,0.0,0,158.0
4960,Comédie dramatique,98,U.S.A.,22187,3.3,2.3,84025.0,4500000.0,14.0,12.13,13.95,15.21,11.71,Spring,True,0.0,0.0,0,207.0
4961,Drame,109,Espagne,2122,2.2,2.3,29605.0,0.0,0.81,-0.04,1.71,-0.87,-0.75,Winter,False,0.0,0.0,0,66.0
4962,Drame,99,Argentine,9439,3.1,3.4,131049.0,0.0,22.21,18.23,24.52,20.73,19.55,Summer,True,0.0,0.0,0,23.0
4963,"Drame, Historique",91,Chili,218,2.8,3.4,19076.0,0.0,11.88,2.74,3.74,1.64,3.3,Autumn,False,0.0,0.0,0,31.0
4964,Drame,83,France,3175,3.1,2.4,170920.0,0.0,25.4,22.33,23.29,25.39,19.98,Autumn,False,0.0,0.0,0,30.0
4965,Drame,102,Géorgie,2944,3.4,3.8,10243.0,0.0,12.46,5.51,3.18,-0.66,6.26,Autumn,False,0.0,0.0,0,41.0
4966,Comédie,83,Suisse,5,1.8,2.0,25186.0,0.0,12.6,10.48,14.37,11.3,9.86,Spring,True,0.0,0.0,0,22.0
4967,"Romance, Comédie dramatique",81,France,76,2.0,2.6,11698.0,0.0,25.55,22.01,24.9,26.37,25.45,Summer,True,0.0,0.0,0,1.0
4968,Drame,95,France,5673,3.3,3.2,13637.0,0.0,19.62,17.88,18.07,17.31,18.83,Summer,False,0.0,0.0,0,17.0
4969,Drame,80,France,845,2.6,2.5,20439.0,0.0,17.5,9.51,13.01,12.25,11.73,Autumn,False,0.0,0.0,0,1.0
4970,"Drame, Comédie",93,U.S.A.,259,2.5,3.9,12056.0,0.0,16.46,9.58,9.02,7.07,7.63,Winter,False,0.0,0.0,0,8.0
4971,"Drame, Romance, Thriller",96,France,721,2.7,3.1,26909.0,0.0,5.51,4.64,8.72,4.96,5.23,Winter,False,0.0,0.0,0,8.0
4972,"Policier, Thriller",95,Italie,3721,2.3,2.2,13673.0,0.0,21.49,16.99,20.4,18.95,19.13,Summer,True,0.0,0.0,0,37.0
4973,"Animation, Biopic, Drame",96,Singapour,3531,4.1,3.1,237270.0,800.0,-2.57,-4.89,-2.12,-6.15,-4.69,Winter,False,0.0,0.0,0,35.0
4974,Comédie dramatique,103,France,8280,3.4,3.2,113114.0,1600000.0,10.4,8.8,10.61,10.37,11.24,Spring,False,0.0,0.0,0,65.0
4975,Drame,124,Australie,3576,2.6,3.2,10424.0,0.0,20.7,16.82,17.7,15.78,15.21,Autumn,False,0.0,0.0,0,14.0
4976,Comédie,93,U.S.A.,1990,1.0,2.1,24789.0,20000000.0,15.49,5.97,7.69,7.72,6.06,Winter,False,0.0,0.0,0,243.0
4977,"Drame, Romance",85,Japon,14716,4.0,3.7,299186.0,0.0,14.64,11.67,14.51,13.85,14.17,Spring,False,0.0,0.0,0,23.0
4978,Drame,94,Chili,11075,3.3,3.4,208119.0,0.0,13.66,3.61,6.61,3.37,4.72,Winter,False,0.0,0.0,0,26.0
4979,Drame,100,Roumanie,1708,3.0,3.1,20516.0,0.0,11.56,9.14,12.7,11.39,12.57,Spring,False,0.0,0.0,0,31.0
4980,Comédie,77,Belgique,1502,2.2,3.1,74087.0,0.0,22.6,15.89,23.46,20.45,21.2,Summer,True,0.0,0.0,0,66.0
4981,"Animation, Comédie, Drame",97,Brésil,400,2.6,2.4,17235.0,75600000.0,18.73,16.52,18.46,18.08,17.61,Summer,False,0.0,0.0,0,17.0
4982,Comédie,72,France,2245,2.8,3.0,10546.0,0.0,21.2,17.1,20.15,21.57,20.17,Summer,False,0.0,0.0,0,27.0
4983,Bollywood,146,Inde,1204,2.6,3.3,27086.0,1900000.0,19.04,14.1,16.14,12.91,13.05,Autumn,False,0.0,0.0,0,3.0
4984,Drame,91,Brésil,253,2.4,3.1,135304.0,0.0,8.12,7.17,11.6,8.44,6.39,Winter,False,0.0,0.0,0,35.0
4985,Drame,85,U.S.A.,9310,3.1,2.2,385546.0,0.0,21.57,16.34,19.87,18.15,18.51,Summer,True,0.0,0.0,0,35.0
4986,"Drame, Thriller",111,Grande-Bretagne,2472,2.9,2.5,30897.0,0.0,22.2,20.99,25.29,21.41,18.33,Summer,False,0.0,0.0,0,23.0
4987,"Drame, Historique",100,Allemagne,5713,3.0,3.6,20063.0,0.0,16.54,14.09,14.84,15.24,14.51,Summer,False,0.0,0.0,0,38.0
4988,Drame,75,France,4043,2.2,2.1,74119.0,0.0,21.35,16.38,22.26,19.29,18.83,Summer,True,0.33,0.0,0,65.0
4989,"Thriller, Judiciaire",133,France,5275,2.6,2.9,96543.0,0.0,18.36,15.86,18.08,20.84,13.04,Summer,False,0.0,0.0,0,116.0
4990,"Drame, Romance",105,Thaïlande,753,3.1,3.0,114014.0,0.0,25.0,24.02,20.74,25.84,24.42,Summer,True,0.0,0.0,0,64.0
4991,Aventure,118,Bhoutan,703,3.0,3.8,5754.0,0.0,14.7,7.13,8.43,7.81,7.14,Autumn,True,0.0,0.0,0,9.0
4992,Drame,91,France,2534,2.2,2.6,10063.0,0.0,17.75,15.18,16.68,16.4,16.47,Summer,False,0.0,0.0,0,6.0
4993,Drame,101,Pologne,8723,3.5,3.4,132703.0,0.0,18.27,16.24,20.79,17.71,14.6,Summer,False,0.0,0.0,0,26.0
4994,Drame,110,France,8390,3.4,3.6,54361.0,0.0,16.5,12.93,19.59,15.89,15.08,Spring,False,0.0,0.0,0,95.0
4995,"Thriller, Drame",90,France,4035,2.2,2.3,385546.0,0.0,16.17,8.72,12.39,10.3,7.43,Autumn,False,0.0,0.0,0,79.0
4996,"Drame, Thriller",96,U.S.A.,10229,3.4,2.7,447964.0,0.0,14.42,4.47,8.29,4.36,4.97,Winter,False,0.0,0.0,0,76.0
4997,"Drame, Thriller",87,France,570,3.2,3.9,11690.0,0.0,22.39,20.08,22.23,21.13,22.52,Summer,False,0.0,0.0,0,2.0
4998,"Comédie, Romance, Drame",92,Argentine,8760,3.2,2.8,17857.0,0.0,19.66,11.0,14.94,14.17,14.17,Autumn,True,0.0,0.0,0,83.0
4999,"Animation, Aventure, Famille",78,Argentine,3002,2.8,2.9,68117.0,1250000.0,2.86,-0.01,6.28,2.99,3.05,Winter,False,0.0,0.0,0,83.0
5000,"Aventure, Comédie",64,France,1500,3.8,3.6,12128.0,0.0,21.98,14.18,20.16,18.91,17.64,Autumn,False,0.0,0.0,0,1.0
5001,Comédie,93,Espagne,10921,3.1,3.5,194105.0,0.0,21.57,17.88,18.79,21.26,19.94,Summer,True,0.0,0.0,0,66.0
5002,"Romance, Drame",82,Grèce,2580,3.2,2.9,17106.0,0.0,25.75,24.45,25.76,25.22,24.31,Summer,True,0.0,0.0,0,26.0
5003,"Drame, Romance",108,Turquie,2080,3.4,2.9,38844.0,0.0,10.47,7.7,9.56,10.63,8.47,Spring,True,0.0,0.0,0,41.0
5004,Comédie,95,Italie,1511,2.8,2.8,106827.0,0.0,4.37,2.74,8.0,1.85,2.27,Winter,False,0.0,0.0,0,3.0
5005,Drame,85,Allemagne,2513,3.2,2.9,96349.0,0.0,7.65,7.2,11.18,6.87,8.02,Winter,False,0.0,0.0,0,64.0
5006,Drame,87,Italie,2221,2.6,2.3,195698.0,0.0,20.74,14.61,19.61,16.6,15.89,Autumn,False,0.0,0.0,0,37.0
5007,Comédie,77,France,88,1.2,2.4,35683.0,0.0,17.49,10.8,11.86,10.72,11.08,Autumn,True,0.0,0.0,0,10.0
5008,Drame,95,France,6170,3.2,2.6,62943.0,0.0,9.29,7.88,9.48,8.18,7.89,Spring,False,0.0,0.0,0,86.0
5009,Drame,82,Cambodge,1186,3.4,3.6,1562.0,20000.0,9.14,8.34,10.18,9.98,10.18,Winter,True,0.0,0.0,0,3.0
5010,Drame,82,Costa Rica,1054,3.1,2.5,6001.0,0.0,9.0,8.63,10.52,7.26,8.6,Spring,True,0.0,0.0,0,83.0
5011,Fantastique,82,France,330,2.6,2.6,24616.0,0.0,6.09,4.13,9.91,4.75,4.65,Winter,True,0.0,0.0,0,48.5
5012,"Drame, Famille",152,Roumanie,4014,3.7,3.5,106836.0,0.0,18.91,16.13,18.7,18.34,17.38,Summer,False,0.0,0.0,0,17.0
5013,Drame,82,Hong-Kong,6003,3.3,3.3,127592.0,0.0,16.16,5.6,10.54,5.47,7.17,Winter,True,0.0,0.0,0,74.0
5014,Drame,105,Liban,7863,3.2,3.8,17947.0,0.0,8.42,7.21,10.45,7.56,7.88,Spring,True,0.0,0.0,0,129.0
5015,"Drame, Romance",97,France,1333,3.3,2.4,69243.0,0.0,7.29,5.28,7.98,6.1,7.1,Spring,False,0.0,0.0,0,65.0
5016,"Drame, Romance",91,Danemark,1350,3.4,3.5,5546.0,0.0,6.26,5.57,6.89,8.37,3.45,Winter,True,0.0,0.0,0,34.0
5017,Drame,104,Brésil,467,3.4,2.9,22115.0,0.0,11.86,11.86,11.65,13.44,11.37,Spring,False,0.0,0.0,0,20.0
5018,Drame,95,Ukraine,2834,3.6,3.5,10476.0,0.0,6.57,8.0,9.06,6.04,7.74,Winter,False,0.0,0.0,0,38.0
5019,Drame,96,France,752,2.6,2.0,13110.0,0.0,3.27,1.89,5.44,2.44,3.57,Winter,False,0.0,0.0,0,25.0
5020,Drame,110,Argentine,8443,3.7,2.5,31081.0,0.0,2.41,-0.84,4.75,1.18,2.96,Winter,False,0.0,0.0,0,71.0
5021,Drame,100,France,1574,2.7,1.9,103260.0,1800000.0,14.9,13.65,16.97,14.49,12.38,Spring,True,0.0,0.0,0,38.0
5022,Drame,67,France,624,3.0,2.7,21754.0,0.0,5.42,3.39,5.06,5.77,1.86,Spring,True,0.33,0.0,0,41.0
5023,Drame,83,Bulgarie,5453,3.7,3.6,21757.0,0.0,5.65,5.34,4.73,4.11,4.06,Spring,False,0.0,0.0,0,71.0
5024,Comédie,100,France,8116,2.9,2.7,36745.0,0.0,11.19,11.11,11.8,10.59,11.43,Spring,False,0.0,0.0,0,79.0
5025,Comédie dramatique,95,France,259,2.9,3.9,13260.0,0.0,22.77,16.2,18.35,18.76,19.55,Autumn,False,0.0,0.0,0,6.0
5026,"Biopic, Drame",126,Russie,2334,3.0,3.0,11090.0,0.0,22.53,15.59,19.0,23.51,17.53,Autumn,False,0.0,0.0,0,19.0
5027,"Drame, Romance",115,Italie,13081,3.1,3.6,144493.0,0.0,7.0,5.69,10.81,10.15,7.33,Winter,True,0.0,0.0,0,54.0
5028,Drame,65,France,51,3.0,2.9,4566.0,0.0,-1.02,-0.29,0.59,-4.8,-3.6,Winter,False,0.0,0.0,0,12.0
5029,"Drame, Aventure",97,Belgique,4549,2.6,2.4,10856.0,0.0,13.13,10.38,14.34,12.69,10.24,Spring,False,0.0,0.0,0,26.0
5030,"Drame, Action",81,Chili,2012,2.5,3.1,14848.0,0.0,13.13,10.38,14.34,12.69,10.24,Spring,False,0.0,0.0,0,71.0
5031,Drame,95,Chili,1955,3.0,2.9,14087.0,0.0,20.58,17.63,17.34,15.62,14.32,Autumn,False,0.0,0.0,0,41.0
5032,Drame,89,Mexique,127,3.0,3.0,1081.0,0.0,17.67,8.97,12.88,12.11,9.4,Autumn,False,0.0,0.0,0,10.0
5033,Drame,83,Mexique,4372,3.8,3.1,59072.0,0.0,24.69,20.21,23.17,22.84,23.22,Summer,True,0.0,0.0,0,116.0
5034,"Comédie, Science fiction",95,Espagne,315,2.8,2.9,98156.0,2278930.0,23.62,18.53,21.41,26.48,21.67,Summer,True,0.0,0.0,0,17.0
5035,Comédie,92,France,1122,1.7,2.2,3904.0,0.0,23.87,21.27,23.72,22.77,23.6,Summer,True,0.0,0.0,0,22.0
5036,Drame,95,Espagne,1121,3.3,2.6,6121.0,0.0,18.88,11.03,16.36,14.02,12.98,Autumn,False,0.0,0.0,0,66.0
5037,Drame,84,Israël,10283,3.4,2.2,35463.0,0.0,21.72,17.94,20.75,20.15,17.76,Summer,True,0.0,0.0,0,23.0
5038,"Drame, Romance, Comédie",99,Espagne,281,2.8,2.9,29770.0,0.0,15.42,13.99,15.16,16.94,13.02,Spring,True,0.0,0.0,0,6.0
5039,Comédie dramatique,78,Norvège,3059,3.3,2.8,1346.0,40000000.0,5.65,5.34,4.73,4.11,4.06,Spring,False,0.0,0.0,0,66.0
5040,Drame,80,Brésil,48,3.0,2.9,27142.0,0.0,21.18,17.66,20.0,19.32,17.91,Summer,True,0.0,0.0,0,5.0
5041,Drame,96,Pologne,4356,2.5,2.8,117719.0,0.0,7.78,6.76,9.5,9.12,7.54,Winter,False,0.0,0.0,0,17.0
5042,"Guerre, Drame, Romance",85,Italie,18274,3.1,2.8,163313.0,0.0,20.66,18.2,19.51,22.88,19.73,Summer,False,0.0,0.0,0,158.0
5043,Drame,87,Espagne,842,3.1,2.8,6659.0,0.0,23.82,22.16,25.25,23.82,23.86,Summer,False,0.0,0.0,0,30.0
5044,"Drame, Romance",123,Chine,3218,3.2,3.5,9044.0,0.0,7.0,5.69,10.81,10.15,7.33,Winter,True,0.0,0.0,0,25.0
5045,Comédie,80,France,406,2.3,2.0,120530.0,0.0,24.08,20.0,26.28,21.1,21.01,Summer,True,0.0,0.0,0,64.0
5046,Thriller,80,France,550,1.5,1.6,54518.0,0.0,18.44,16.68,16.44,18.58,16.48,Summer,False,0.0,0.0,0,10.0
5047,Drame,88,France,1322,2.9,2.8,84659.0,0.0,16.58,6.89,7.94,9.51,7.56,Winter,False,0.0,0.0,0,27.0
5048,"Drame, Comédie dramatique",96,Chili,4245,2.9,2.8,23898.0,0.0,20.41,17.3,19.65,21.29,17.83,Summer,False,0.0,0.0,0,26.0
5049,Drame,95,France,137,3.0,3.4,10024.0,0.0,23.73,21.51,24.13,20.85,22.18,Summer,True,0.0,0.0,0,2.0
5050,"Thriller, Drame",84,Chili,2259,3.3,3.4,15652.0,0.0,21.03,14.61,17.2,17.14,16.21,Autumn,False,0.0,0.0,0,41.0
5051,Drame,107,Allemagne,7585,2.3,3.6,313886.0,0.0,19.66,11.0,14.94,14.17,14.17,Autumn,True,0.0,0.0,0,76.0
5052,"Drame, Comédie",95,Chili,1236,3.5,2.6,14142.0,0.0,13.45,12.39,13.83,12.59,11.42,Spring,True,0.0,0.0,0,1.0
5053,"Action, Drame, Thriller",160,Inde,1750,4.1,3.9,11392.0,1670000.0,17.82,8.01,11.34,8.75,9.01,Winter,True,0.0,0.0,0,35.0
5054,Drame,65,France,553,3.1,2.4,158860.0,0.0,6.53,5.88,10.36,8.06,6.35,Winter,False,0.0,0.0,0,9.0
5055,Comédie,107,Norvège,4924,2.8,3.3,163440.0,0.0,6.16,7.19,8.07,3.74,6.8,Winter,False,0.0,0.0,0,16.0
5056,"Drame, Historique, Comédie musicale",127,Espagne,7842,2.9,2.8,30111.0,0.0,12.65,8.94,13.13,11.27,10.89,Spring,False,0.0,0.0,0,83.0
5057,Drame,91,Suède,2334,3.5,2.9,20621.0,0.0,12.65,8.94,13.13,11.27,10.89,Spring,False,0.0,0.0,0,25.0
5058,Drame,122,France,6267,2.8,2.9,308732.0,0.0,18.97,10.67,18.48,15.41,12.29,Autumn,False,0.0,0.0,0,24.0
5059,Comédie dramatique,110,Mexique,2306,3.2,3.3,32929.0,0.0,16.06,12.31,17.74,16.74,14.53,Spring,False,0.0,0.0,0,17.0
5060,Drame,99,Roumanie,10130,3.7,2.9,101688.0,0.0,11.65,1.72,5.7,1.56,0.26,Winter,False,0.0,0.0,0,65.0
5061,Drame,95,Corée du Sud,6195,2.4,2.1,14332.0,0.0,11.57,11.15,12.08,11.13,11.51,Spring,False,0.0,0.0,0,14.0
5062,Drame,112,U.S.A.,6145,2.7,2.0,130955.0,0.0,15.65,5.39,9.31,7.99,8.56,Autumn,False,0.0,0.0,0,54.0
5063,"Drame, Comédie",115,Egypte,9155,3.8,3.4,216070.0,0.0,15.8,6.55,10.41,5.09,5.96,Winter,True,0.0,0.0,0,158.0
5064,"Epouvante-horreur, Drame",97,U.S.A.,1181,3.1,2.9,17556.0,0.0,22.86,19.51,20.31,24.57,19.9,Summer,True,0.0,0.0,0,116.0
5065,Drame,115,Singapour,8519,3.5,3.8,222150.0,0.0,18.27,16.24,20.79,17.71,14.6,Summer,False,0.0,0.0,0,55.0
5066,"Comédie, Famille",80,Australie,7015,3.3,3.2,218641.0,1150118.0,11.56,9.14,12.7,11.39,12.57,Spring,False,0.0,0.0,0,54.0
5067,Drame,103,U.S.A.,11000,3.6,3.3,43916.0,0.0,24.74,19.38,22.74,26.35,20.21,Summer,True,0.0,0.0,0,25.0
5068,"Thriller, Drame",110,U.S.A.,3082,3.1,3.0,299726.0,0.0,5.8,4.55,5.61,6.35,4.49,Winter,True,0.0,0.0,0,16.0
5069,Drame,93,Chine,3120,3.4,2.7,11371.0,0.0,20.19,15.79,17.65,18.42,16.1,Summer,True,0.0,0.0,0,34.0
5070,"Thriller, Drame",109,Lituanie,856,2.6,2.4,7334.0,0.0,3.12,2.68,6.37,3.21,2.34,Winter,True,0.0,0.0,0,34.0
5071,Drame,87,Irlande,1729,2.9,2.8,153291.0,0.0,13.21,12.15,13.44,11.49,12.99,Spring,True,0.0,0.0,0,10.0
5072,Comédie dramatique,134,Iran,97,3.0,3.3,48308.0,0.0,14.9,6.85,8.71,7.05,7.88,Autumn,True,0.0,0.0,0,31.0
5073,Drame,108,Japon,3553,4.6,4.2,11432.0,0.0,21.62,19.0,18.91,22.54,18.64,Summer,True,0.0,0.0,0,18.0
5074,"Comédie, Romance",94,Iran,2690,2.7,2.8,11625.0,0.0,25.09,22.85,24.46,23.52,20.62,Summer,True,0.0,0.0,0,9.0
5075,Comédie dramatique,94,Grande-Bretagne,13532,3.0,3.4,189234.0,0.0,17.51,19.03,16.76,17.11,16.66,Spring,False,0.0,0.0,0,4.0
5076,"Drame, Biopic",99,Allemagne,3434,3.3,3.1,153012.0,0.0,14.04,7.61,6.2,2.63,7.77,Autumn,False,0.0,0.0,0,41.0
5077,Drame,107,France,241,2.0,3.0,5682.0,0.0,12.9,11.77,11.69,13.6,10.42,Spring,True,0.0,0.0,0,6.0
5078,"Drame, Thriller",93,France,3662,3.7,2.7,24510.0,0.0,17.98,11.44,11.81,9.33,11.32,Autumn,False,0.0,0.0,0,71.0
