,duration,nationality,box_office_first_week,views,budget,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency,genre_action,genre_animation,genre_arts martiaux,genre_aventure,genre_biopic,genre_bollywood,genre_comédie,genre_comédie dramatique,genre_comédie musicale,genre_divers,genre_drame,genre_epouvante-horreur,genre_erotique,genre_espionnage,genre_expérimental,genre_famille,genre_fantastique,genre_guerre,genre_historique,genre_judiciaire,genre_musical,genre_policier,genre_péplum,genre_romance,genre_science fiction,genre_sport event,genre_thriller,genre_western
513,135,U.S.A.,100875,118659.0,50000000.0,Autumn,False,0,0,0,154.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
515,129,U.S.A.,385394,301630.0,45000000.0,Winter,True,0,0,1,183.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,94,France,38064,90647.0,0.0,Winter,False,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,124,U.S.A.,280226,82999.0,75000000.0,Winter,False,0,0,0,154.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,135,France,1261701,1106664.0,0.0,Spring,True,3,1,1,156.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,108,Allemagne,33680,121382.0,0.0,Spring,True,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
520,98,U.S.A.,168325,385017.0,10000000.0,Summer,True,0,0,0,154.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,105,U.S.A.,395113,3746824.0,25000000.0,Winter,True,1,0,0,107.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,118,U.S.A.,226931,3543419.0,50000000.0,Autumn,False,1,0,0,183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,100,France,352354,1950907.0,0.0,Spring,False,1,1,0,160.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,114,U.S.A.,305753,215464.0,75000000.0,Summer,True,2,0,0,243.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,139,U.S.A.,475291,1890360.0,85000000.0,Spring,False,3,0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
527,99,Belgique,48246,43542.0,0.0,Spring,False,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,97,U.S.A.,228844,98862.0,61000000.0,Summer,False,2,0,0,107.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
529,121,Suède,153906,105496.0,0.0,Autumn,True,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530,82,France,330502,3643612.0,25000000.0,Autumn,False,0,0,0,56.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,115,U.S.A.,212555,90841.0,24000000.0,Winter,False,0,0,0,107.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
532,95,U.S.A.,133169,578350.0,10000000.0,Winter,True,0,0,0,243.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,127,France,636355,5161446.0,0.0,Autumn,False,2,1,1,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,90,France,18262,177224.0,2600000.0,Autumn,False,1,0,0,79.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,181,U.S.A.,3426471,1336754.0,356000000.0,Spring,True,2,0,0,114.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,102,France,147188,219769.0,4500000.0,Autumn,False,0,0,0,83.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
540,126,U.S.A.,1438287,282566.0,200000000.0,Spring,True,2,0,0,114.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,91,France,135274,510830.0,0.0,Spring,False,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,105,Japon,347583,44197.0,0.0,Spring,False,0,0,0,4.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
544,86,France,75050,310917.0,0.0,Autumn,False,2,0,0,86.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,90,France,20558,108171.0,0.0,Winter,True,1,0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,108,France,73784,167545.0,4800000.0,Spring,False,2,0,0,206.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,111,Danemark,61747,1400751.0,3800000.0,Autumn,False,1,0,0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,116,U.S.A.,197360,510561.0,5000000.0,Autumn,False,2,0,0,258.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,105,U.S.A.,371490,1473322.0,50100000.0,Spring,False,2,0,0,183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
550,112,France,22520,105395.0,0.0,Winter,False,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,159,France,6089,1749568.0,17.0,Autumn,False,0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
552,100,France,137982,1037995.0,0.0,Winter,False,1,0,0,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553,157,U.S.A.,775467,356831.0,200000000.0,Autumn,True,1,0,0,114.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
554,99,France,60109,149776.0,4200000.0,Spring,True,0,0,0,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,92,France,45097,440149.0,0.0,Summer,True,1,0,0,128.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,144,U.S.A.,940003,948030.0,160000000.0,Winter,False,2,0,0,183.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,138,Corée du Sud,103303,197226.0,0.0,Summer,False,0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
558,109,Australie,95617,104039.0,60000000.0,Summer,True,1,0,0,258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
559,114,U.S.A.,32527,881498.0,1000000.0,Summer,False,1,0,0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,95,France,63691,172418.0,0.0,Autumn,False,1,0,0,127.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
566,94,Italie,9487,13227.0,0.0,Winter,True,0,0,0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
567,110,Irlande,54242,58634.0,20000000.0,Winter,True,1,0,0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
568,120,Australie,905012,1326144.0,150000000.0,Spring,False,2,0,0,183.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
569,101,U.S.A.,55647,469977.0,7000000.0,Autumn,False,1,0,0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,93,France,20594,443237.0,0.0,Autumn,False,0,1,1,54.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,95,France,71102,49465.0,0.0,Spring,False,1,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,104,U.S.A.,230190,408750.0,84000000.0,Winter,False,2,0,0,165.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,142,U.S.A.,318668,655566.0,70000000.0,Autumn,False,1,0,1,243.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,149,U.S.A.,810533,221107.0,217000000.0,Summer,False,2,0,0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
576,114,Espagne,237771,455630.0,10769016.0,Spring,False,0,1,1,156.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,156,U.S.A.,1409177,1329622.0,135000000.0,Winter,True,2,1,1,165.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,92,France,64016,190735.0,0.0,Spring,True,1,0,0,243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,96,Belgique,103484,462324.0,0.0,Winter,False,0,0,0,154.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,103,France,344858,1133820.0,6600000.0,Winter,False,1,0,0,150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,99,France,114592,221832.0,5000000.0,Autumn,True,2,0,0,206.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,123,Espagne,141268,957967.0,4667008.0,Spring,True,2,0,0,142.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,92,U.S.A.,80440,89178.0,17000000.0,Summer,False,0,0,0,243.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,113,U.S.A.,26688,1120347.0,178000000.0,Summer,False,2,0,0,183.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587,93,U.S.A.,95198,410098.0,16000000.0,Summer,False,0,0,0,258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,100,France,176947,586961.0,75000000.0,Summer,True,3,0,0,156.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,102,France,1524218,1029470.0,24625000.0,Spring,True,1,1,1,85.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
590,117,U.S.A.,586756,1460769.0,110000000.0,Winter,True,2,0,0,154.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
591,196,Turquie,80567,450507.0,0.0,Summer,True,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,102,France,187422,905355.0,0.0,Winter,True,2,0,0,206.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,128,U.S.A.,284661,651011.0,200000000.0,Summer,True,2,0,0,114.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,103,U.S.A.,239014,536494.0,125000000.0,Summer,True,1,0,0,243.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
596,104,France,71825,135054.0,0.0,Spring,False,0,0,0,183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,90,France,36528,142253.0,0.0,Spring,True,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,113,France,130477,198523.0,5000000.0,Autumn,False,0,0,0,142.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
600,110,France,263524,795846.0,0.0,Winter,False,2,0,0,160.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,71,France,95929,469406.0,0.0,Summer,False,1,1,1,127.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,104,U.S.A.,222132,463204.0,58000000.0,Spring,True,3,0,0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
610,83,France,178545,54559.0,7644000.0,Spring,True,0,0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,126,U.S.A.,158100,1332012.0,23000000.0,Spring,False,3,0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
613,117,Espagne,210313,1372060.0,13000000.0,Summer,True,0,1,1,156.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
614,136,U.S.A.,1401339,649035.0,200000000.0,Spring,True,2,0,0,114.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
615,110,U.S.A.,204017,2159426.0,3000000.0,Autumn,True,1,0,0,134.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616,127,U.S.A.,981375,2009462.0,125000000.0,Winter,False,3,0,1,183.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,125,U.S.A.,389520,810797.0,14000000.0,Summer,True,1,0,0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
621,100,U.S.A.,522494,1161095.0,0.0,Winter,True,2,0,0,114.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,137,France,1640681,1524973.0,177200000.0,Summer,True,2,1,1,56.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
624,134,U.S.A.,379133,163947.0,200000000.0,Summer,False,2,0,0,114.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,109,U.S.A.,64020,832334.0,53000000.0,Winter,True,1,0,0,134.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
627,118,Canada,74270,560070.0,13000000.0,Spring,False,1,0,0,243.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,100,U.S.A.,68385,754643.0,2000000.0,Winter,False,0,0,0,258.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,100,France,136003,101103.0,0.0,Autumn,False,2,0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
635,142,U.S.A.,1132062,227757.0,200000000.0,Spring,True,3,0,0,183.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,108,U.S.A.,105841,187681.0,18000000.0,Summer,True,0,1,1,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
637,95,France,354177,3834293.0,0.0,Summer,False,1,0,0,156.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,100,France,62150,166616.0,0.0,Autumn,False,0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,116,Espagne,11537,8717.0,0.0,Autumn,False,0,0,0,71.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,122,France,1527394,1359400.0,0.0,Autumn,True,2,1,1,160.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,112,U.S.A.,665476,141209.0,39000000.0,Summer,False,0,0,0,183.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,91,France,630013,1060311.0,0.0,Winter,False,2,1,1,154.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
647,93,U.S.A.,674114,2314930.0,165000000.0,Spring,False,0,0,0,107.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,120,U.S.A.,484432,1967564.0,40000000.0,Autumn,False,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,138,U.S.A.,274127,1234144.0,31000000.0,Winter,False,1,0,0,107.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,85,France,51550,101118.0,0.0,Winter,False,1,0,0,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,122,U.S.A.,127476,1214872.0,40000000.0,Winter,True,1,0,0,142.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,93,France,211995,136181.0,0.0,Spring,False,0,0,0,183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,90,France,248721,2466274.0,0.0,Spring,True,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
656,122,Argentine,160365,1262366.0,4000000.0,Winter,False,0,0,0,183.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,125,U.S.A.,961911,1634682.0,75000000.0,Summer,True,1,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
658,93,U.S.A.,94055,1047228.0,20000000.0,Spring,True,2,0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,89,Espagne,168937,85270.0,12300000.0,Winter,True,0,0,0,183.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661,123,France,445363,691415.0,20000000.0,Autumn,False,2,0,0,134.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,141,U.S.A.,755369,402181.0,149000000.0,Summer,False,2,0,0,183.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
665,147,U.S.A.,152375,989836.0,40000000.0,Winter,True,1,0,0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
667,109,U.S.A.,351400,684102.0,55000000.0,Winter,False,2,0,1,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
668,94,U.S.A.,205262,2472418.0,18000000.0,Winter,True,1,0,0,156.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
669,82,France,41933,179212.0,0.0,Summer,False,1,0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,143,Russie,79463,159116.0,0.0,Winter,True,0,0,0,86.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,95,France,148506,304951.0,0.0,Autumn,False,0,0,0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,129,Argentine,3847,79307.0,0.0,Spring,True,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,107,Allemagne,110288,82115.0,25000000.0,Autumn,False,1,0,0,258.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,144,U.S.A.,66792,557985.0,50000000.0,Spring,False,0,0,0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,88,France,116159,1017008.0,13000000.0,Summer,True,1,0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
676,108,U.S.A.,83546,57914.0,43000000.0,Winter,True,1,0,0,258.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,94,France,338176,830543.0,5300000.0,Winter,False,0,1,1,139.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,129,U.S.A.,1346594,952378.0,230000000.0,Spring,False,2,0,0,114.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680,90,U.S.A.,66161,232892.0,20000000.0,Summer,True,2,0,0,160.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,90,Canada,99480,482104.0,0.0,Summer,True,2,0,1,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,105,France,22510,115602.0,0.0,Winter,False,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,122,U.S.A.,178566,550521.0,30000000.0,Autumn,False,2,0,1,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
684,123,U.S.A.,754984,1098553.0,110000000.0,Autumn,False,2,0,1,165.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
685,143,France,220069,801870.0,6600000.0,Summer,True,1,0,0,76.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,132,U.S.A.,442839,792231.0,125000000.0,Spring,False,0,0,0,183.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
687,110,U.S.A.,424568,3611405.0,30000000.0,Autumn,True,2,0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
688,107,U.S.A.,294496,2113509.0,50200000.0,Spring,False,2,0,0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
689,89,U.S.A.,39915,704917.0,19000000.0,Autumn,False,0,0,0,154.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,105,France,301129,713841.0,0.0,Winter,False,2,0,0,156.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,166,U.S.A.,1215124,2901427.0,210000000.0,Summer,True,1,0,0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,103,U.S.A.,714315,4435314.0,13000000.0,Winter,False,2,0,0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693,109,Suède,11214,214119.0,0.0,Autumn,False,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,95,France,35850,148933.0,0.0,Winter,True,1,0,0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
696,109,Belgique,4148,830768.0,0.0,Summer,True,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,105,France,14978,120286.0,6750000.0,Winter,False,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
699,111,U.S.A.,53919,16253.0,7000000.0,Winter,True,0,0,0,154.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700,93,France,801212,973675.0,9458736.0,Winter,False,1,2,0,243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,139,U.S.A.,78781,472350.0,8500000.0,Summer,True,1,0,0,206.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
706,95,U.S.A.,169125,244186.0,50000000.0,Winter,False,1,0,0,114.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
708,117,France,9758,127256.0,0.0,Spring,False,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
