,genre,duration,nationality,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency,genre_action,genre_animation,genre_arts martiaux,genre_aventure,genre_biopic,genre_bollywood,genre_comédie,genre_comédie dramatique,genre_comédie musicale,genre_divers,genre_drame,genre_epouvante-horreur,genre_erotique,genre_espionnage,genre_expérimental,genre_famille,genre_fantastique,genre_guerre,genre_historique,genre_judiciaire,genre_musical,genre_policier,genre_péplum,genre_romance,genre_science fiction,genre_sport event,genre_thriller,genre_western
966,"thriller,action",90,U.S.A.,144754,3.8,2.9,293805.0,33000000.0,24.69,20.21,23.17,22.84,23.22,Summer,True,0.33,0.0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
967,"animation,comédie,famille",85,U.S.A.,422524,3.1,3.2,705064.0,100000000.0,9.39,8.92,8.55,8.18,7.31,Spring,False,0.0,0.0,0,107.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
968,comédie,96,France,353369,2.1,2.0,2560768.0,0.0,22.2,20.99,25.29,21.41,18.33,Summer,False,0.0,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,comédie,91,France,116540,3.0,1.6,268064.0,16438275.0,22.72,21.22,24.02,18.96,21.38,Summer,True,1.0,0.5,0,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,"action,science fiction",117,U.S.A.,102010,3.3,3.7,1027832.0,200000000.0,22.12,17.52,22.76,22.14,20.2,Summer,True,0.0,0.0,0,114.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,"science fiction,thriller,drame",108,Grande-Bretagne,48368,4.0,2.6,784362.0,13300000.0,19.66,15.85,18.53,20.73,17.18,Summer,False,0.33,0.0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
972,"thriller,policier",94,France,102231,2.6,2.7,287153.0,0.0,18.0,9.76,12.22,12.07,9.93,Autumn,False,0.33,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
973,"drame,epouvante-horreur",106,Islande,13930,3.4,2.9,119731.0,0.0,19.16,11.33,12.88,9.01,10.57,Winter,True,0.33,0.0,0,49.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,comédie,101,France,179006,3.1,3.4,147283.0,0.0,6.73,6.03,7.92,7.81,5.88,Winter,True,0.0,0.0,0,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,drame,120,Espagne,20951,3.9,3.6,67809.0,0.0,1.73,1.7,1.29,0.82,1.84,Winter,False,0.0,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,"animation,drame,romance",129,Japon,33202,3.7,4.3,286385.0,0.0,22.41,16.18,21.28,22.76,17.84,Summer,True,0.0,0.0,0,23.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
977,"animation,fantastique",117,Japon,36672,4.1,4.4,1271383.0,0.0,21.57,16.34,19.87,18.15,18.51,Summer,True,0.0,0.0,0,83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
978,"guerre,drame,action",107,France,133098,1.2,3.3,1410314.0,10000000.0,19.1,12.28,13.35,13.33,12.52,Autumn,True,0.33,0.0,0,161.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,famille,108,France,26744,2.6,3.6,109790.0,0.0,12.23,10.47,14.11,13.23,11.32,Spring,False,0.0,0.0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
980,comédie,85,France,171863,2.0,2.7,1280550.0,0.0,7.89,7.46,6.79,6.7,8.48,Spring,True,0.33,0.0,0,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,comédie,98,France,117938,3.1,2.8,335866.0,0.0,21.54,16.66,18.78,17.91,17.33,Autumn,False,0.67,1.0,1,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,"drame,biopic,historique",132,U.S.A.,866723,4.1,4.1,1021901.0,60000000.0,3.68,2.61,6.34,4.25,3.19,Winter,False,0.67,0.0,1,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
983,"comédie,drame",141,Italie,47900,3.4,4.0,580936.0,9200000.0,13.13,10.25,13.09,10.23,11.06,Spring,False,0.0,0.0,0,156.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,"comédie,romance",112,U.S.A.,64399,2.6,2.8,134354.0,23000000.0,6.73,6.03,7.92,7.81,5.88,Winter,True,0.0,0.0,0,243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
985,"comédie,policier",82,France,3310,3.1,3.4,171507.0,0.0,9.7,9.23,8.61,9.18,9.5,Spring,False,0.0,1.0,1,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
986,"drame,action",108,U.S.A.,174284,3.3,3.8,865941.0,110000000.0,18.71,11.45,15.47,13.92,11.73,Autumn,False,0.67,0.0,0,142.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,"animation,famille,aventure",86,France,928153,3.7,3.9,905255.0,0.0,16.82,8.54,9.35,8.68,8.53,Winter,False,0.33,0.0,0,142.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
988,comédie,95,France,297436,2.2,1.7,455775.0,0.0,6.79,5.41,10.67,8.32,6.53,Winter,False,0.33,0.0,0,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,"drame,romance",102,France,16502,4.0,3.8,99035.0,0.0,23.82,17.19,22.03,23.9,20.96,Autumn,False,0.0,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
990,"action,thriller",119,France,280773,2.1,3.3,814388.0,34000000.0,22.21,18.23,24.52,20.73,19.55,Summer,True,0.33,1.0,1,156.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,comédie,110,U.S.A.,189452,2.9,3.6,824118.0,37000000.0,20.7,16.82,17.7,15.78,15.21,Autumn,False,0.0,0.0,0,184.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,drame,120,Liban,108057,3.0,4.3,602396.0,4000000.0,18.43,11.78,13.98,12.64,11.75,Autumn,False,0.0,0.0,0,124.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,drame,111,France,255461,3.3,4.0,1004828.0,10000000.0,15.25,8.2,8.8,8.25,10.02,Autumn,False,0.0,0.0,0,139.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,animation,81,France,70068,4.3,4.2,210377.0,0.0,14.43,5.57,9.29,6.03,6.24,Autumn,False,0.0,0.0,0,79.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,"epouvante-horreur,aventure",110,U.S.A.,206429,1.7,1.8,193090.0,7000000.0,8.92,7.49,10.26,9.22,10.62,Winter,True,0.0,0.0,0,154.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,epouvante-horreur,100,Taïwan,18013,3.2,2.8,106278.0,0.0,23.66,19.65,26.55,22.6,22.49,Summer,False,0.0,0.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,"aventure,comédie,fantastique",136,U.S.A.,1693713,2.5,3.3,3604474.0,379000000.0,18.87,15.15,19.54,21.64,18.03,Spring,False,0.67,0.0,0,114.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
998,"drame,epouvante-horreur,science fiction",84,U.S.A.,458842,3.4,3.5,4044211.0,15000000.0,7.36,7.52,8.24,4.8,8.26,Winter,True,0.67,0.0,0,165.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
999,drame,114,France,406076,3.1,4.1,613062.0,21400000.0,-1.02,-0.29,0.59,-4.8,-3.6,Winter,False,0.33,0.0,0,124.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,"action,drame,science fiction",146,U.S.A.,1425123,3.6,3.9,976768.0,130000000.0,12.46,5.51,3.18,-0.66,6.26,Autumn,False,0.33,0.0,0,258.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,"comédie,policier",110,U.S.A.,318773,2.7,2.9,571725.0,70000000.0,18.91,16.13,18.7,18.34,17.38,Summer,False,1.0,0.0,0,184.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1002,"action,aventure,romance",110,U.S.A.,220403,2.3,2.2,1534385.0,0.0,18.68,11.91,14.57,13.58,12.32,Autumn,False,0.0,0.0,0,139.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1003,comédie dramatique,86,France,36523,2.4,2.0,124336.0,0.0,21.05,14.44,21.08,16.35,16.37,Autumn,False,0.67,0.0,0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,"comédie,drame",110,U.S.A.,132498,3.4,3.0,1433000.0,7000000.0,26.34,24.04,24.7,27.3,22.65,Summer,True,0.67,0.0,0,116.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,"thriller,action,drame",93,U.S.A.,116929,2.7,2.4,128108.0,0.0,25.82,22.64,24.36,24.41,23.67,Summer,True,0.33,0.0,0,243.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1006,"animation,aventure,action",107,U.S.A.,519450,3.4,3.6,2660283.0,135000000.0,11.57,9.61,11.73,11.73,12.79,Spring,False,0.33,0.0,0,107.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,"science fiction,action,thriller",110,U.S.A.,608085,2.7,3.4,696986.0,115000000.0,22.77,17.39,20.99,21.87,20.61,Summer,True,0.33,0.0,0,154.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1008,"aventure,historique,fantastique",104,U.S.A.,375857,2.5,2.8,1151481.0,150000000.0,3.6,3.58,7.14,2.34,2.93,Winter,False,0.67,0.0,0,243.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1009,comédie,89,France,12319,3.1,3.2,526220.0,0.0,13.36,12.78,14.6,13.4,14.04,Spring,False,0.33,0.0,0,86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,"drame,romance",106,France,120168,3.7,3.7,637637.0,0.0,22.57,19.55,21.62,19.53,18.17,Summer,True,0.33,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1011,drame,142,France,13046,3.9,3.6,42468.0,0.0,14.31,13.94,14.2,13.95,14.48,Spring,True,0.0,0.0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,comédie,85,France,36400,2.9,1.6,122769.0,0.0,23.55,18.64,25.47,28.01,21.64,Summer,False,0.0,0.0,0,207.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,"animation,aventure,fantastique,comédie musicale",102,U.S.A.,2500,3.5,3.9,1287954.0,150000000.0,12.76,4.03,5.79,2.75,4.25,Autumn,False,0.0,0.0,0,114.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1014,"animation,drame,famille",66,Suisse,190027,4.4,4.3,557862.0,8000000.0,16.99,8.39,11.9,12.23,10.45,Autumn,True,0.0,0.0,0,25.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1015,comédie,82,France,7912,3.3,2.7,1367598.0,0.0,15.42,13.99,15.16,16.94,13.02,Spring,True,0.5,0.0,0,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,drame,98,France,26007,4.2,3.6,204248.0,0.0,19.93,16.53,17.77,21.93,18.42,Summer,False,0.0,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,comédie,105,France,105828,3.3,3.5,110239.0,0.0,16.65,8.11,10.12,9.87,9.17,Autumn,False,0.0,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,"animation,famille",101,U.S.A.,31099,3.8,4.2,4216982.0,260000000.0,10.03,-2.39,6.07,-1.06,-0.45,Winter,False,0.33,0.0,0,114.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,"aventure,famille,fantastique",106,U.S.A.,1302847,3.8,4.0,1728078.0,4000000.0,11.55,8.44,12.24,11.44,10.64,Spring,True,0.0,0.0,0,114.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1020,"fantastique,science fiction,drame",141,France,81237,2.8,3.9,673203.0,47000000.0,3.68,2.61,6.34,4.25,3.19,Winter,False,0.33,0.0,0,156.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1021,"drame,fantastique,thriller",128,U.S.A.,776428,2.7,2.6,3333014.0,50000000.0,2.69,4.67,2.55,0.0,3.25,Winter,False,0.67,0.0,1,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1022,"action,science fiction",107,U.S.A.,472608,3.0,3.3,425786.0,3000000.0,13.5,12.44,14.47,13.85,13.73,Spring,False,0.33,0.0,0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1023,"animation,aventure,comédie",94,U.S.A.,671,3.3,3.8,727606.0,175000000.0,17.98,11.44,11.81,9.33,11.32,Autumn,False,0.0,0.0,0,114.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,comédie,91,France,72462,2.8,2.4,109636.0,0.0,19.7,16.06,20.81,22.97,18.66,Spring,False,0.33,0.0,0,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,"animation,fantastique,aventure,famille",106,U.S.A.,333361,3.4,3.2,76542.0,90000000.0,24.84,21.73,24.23,24.35,23.9,Summer,True,0.67,0.0,0,184.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1026,"drame,comédie",131,U.S.A.,24843,3.6,3.3,153962.0,1100000.0,6.54,6.23,8.06,5.6,7.83,Winter,False,0.0,0.0,0,207.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,"animation,aventure,comédie",95,U.S.A.,37864,3.5,3.8,2938637.0,185000000.0,20.4,17.09,18.65,19.08,16.16,Summer,True,0.0,0.0,0,114.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,comédie dramatique,64,Espagne,7112,3.3,2.8,25900.0,0.0,7.59,9.36,9.92,8.83,8.83,Winter,False,0.0,0.0,0,41.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,"comédie,drame",118,France,316885,2.9,3.5,562292.0,13000000.0,13.92,5.79,6.91,3.41,4.47,Winter,False,0.67,0.0,0,156.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,"fantastique,aventure",97,U.S.A.,627607,3.6,3.7,999311.0,180000000.0,16.57,14.06,15.74,16.81,14.25,Spring,False,0.67,0.0,0,114.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1031,comédie,93,France,248024,2.3,2.3,801310.0,0.0,17.75,16.44,19.24,19.22,17.86,Spring,True,0.33,0.0,0,258.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,"drame,fantastique",128,U.S.A.,176065,2.8,3.5,1611748.0,65000000.0,0.07,-1.72,0.29,-2.79,-1.45,Winter,True,0.33,0.0,0,107.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1033,"biopic,drame",96,U.S.A.,505048,3.8,4.1,727530.0,60000000.0,11.82,1.42,7.33,0.79,1.57,Autumn,False,0.33,0.0,1,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,"comédie,historique",98,France,81893,3.1,3.4,166675.0,0.0,23.95,18.09,23.63,22.63,19.39,Autumn,False,0.0,0.0,0,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1035,drame,104,U.S.A.,17688,3.3,3.4,28058.0,0.0,10.44,6.41,12.82,10.73,12.23,Spring,False,0.0,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,"drame,musical",120,U.S.A.,11385,3.9,4.1,145096.0,0.0,21.59,17.69,21.26,23.35,21.63,Summer,False,0.0,0.0,0,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1037,"thriller,drame",94,France,122946,4.2,4.1,522776.0,0.0,2.69,1.52,4.24,1.48,0.22,Winter,False,0.0,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1038,"comédie,drame",97,France,412414,3.5,3.8,651466.0,0.0,15.39,6.58,8.51,7.84,7.0,Autumn,False,0.33,0.0,0,156.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,comédie,97,France,145097,3.0,3.5,79299.0,0.0,12.23,10.47,14.11,13.23,11.32,Spring,False,0.33,0.0,0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,thriller,100,Irlande,3406,2.3,3.1,7815.0,0.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.0,0.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1041,"thriller,drame",115,France,93920,2.8,2.6,406324.0,0.0,23.09,18.57,23.09,26.55,22.26,Summer,False,0.67,0.0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042,"action,thriller",119,U.S.A.,489442,2.3,2.8,492022.0,60000000.0,16.99,8.39,11.9,12.23,10.45,Autumn,True,0.33,0.0,0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1043,"animation,fantastique",100,Japon,71513,3.6,4.0,251213.0,0.0,23.63,20.84,21.53,21.93,20.85,Summer,True,0.0,0.0,0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1044,"comédie,guerre",98,France,102223,3.2,3.5,1237230.0,12156348.0,17.45,9.6,12.13,11.09,11.43,Autumn,True,0.0,0.0,0,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,comédie,100,France,168103,1.5,2.0,129436.0,0.0,26.39,25.1,24.97,26.35,23.52,Summer,True,0.33,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,"animation,famille",107,France,641055,3.5,4.1,1430085.0,64000000.0,22.6,19.16,21.53,20.28,21.05,Summer,True,0.0,0.0,0,107.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1047,epouvante-horreur,90,U.S.A.,170913,3.1,3.3,1018991.0,15000000.0,14.21,12.29,16.29,13.19,11.3,Spring,True,0.0,0.0,0,258.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,"thriller,drame",114,France,7643,3.7,2.7,157647.0,0.0,22.96,15.85,19.56,18.61,17.76,Autumn,True,0.0,0.0,0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1049,"comédie,romance",80,Espagne,9767,2.7,2.9,100784.0,0.0,15.75,13.87,14.78,16.44,13.66,Spring,False,0.0,0.0,0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1050,comédie,98,France,14166,3.3,2.3,3221473.0,0.0,18.8,15.97,17.9,17.55,14.6,Summer,True,0.33,1.0,1,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,animation,76,France,170049,4.3,4.3,1114267.0,12516654.0,14.82,3.41,8.93,6.8,4.94,Winter,False,0.33,0.0,0,161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,"comédie,musical",91,France,125465,3.3,3.4,109325.0,0.0,19.01,9.8,12.42,9.95,10.89,Winter,True,0.0,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1053,"drame,biopic",117,U.S.A.,106158,3.9,4.3,816735.0,5000000.0,5.4,5.33,6.59,5.36,4.7,Winter,False,0.67,0.0,0,139.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,"guerre,drame,historique",127,Grande-Bretagne,127930,3.2,3.4,65544.0,0.0,14.03,13.35,14.83,13.08,11.91,Spring,True,0.33,0.0,0,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1055,epouvante-horreur,91,U.S.A.,74266,2.9,2.0,111421.0,25000000.0,19.28,12.93,16.04,14.36,14.09,Autumn,False,0.0,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,"drame,romance",118,Grande-Bretagne,167192,4.0,4.0,512682.0,11800000.0,2.44,1.59,5.27,1.41,1.91,Winter,False,0.33,0.0,0,139.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1057,"fantastique,aventure",145,U.S.A.,2537450,3.2,4.0,3139741.0,250000000.0,10.0,-0.79,3.77,-0.37,0.4,Autumn,False,0.67,0.0,0,184.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1058,thriller,100,U.S.A.,634,2.0,3.1,133389.0,0.0,19.66,13.31,16.37,16.98,13.62,Autumn,False,0.67,0.0,0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1059,comédie,92,France,155491,1.4,1.9,140560.0,0.0,23.68,20.56,22.88,25.23,20.75,Summer,True,0.33,0.0,0,142.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,"historique,drame",126,Grande-Bretagne,218083,3.7,4.1,356794.0,30000000.0,7.0,5.69,10.81,10.15,7.33,Winter,True,0.33,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1061,"biopic,musical,drame",117,France,185696,3.0,3.3,457495.0,0.0,11.08,8.4,12.14,8.55,9.33,Spring,True,0.67,0.0,0,156.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1062,"animation,famille,comédie",93,France,302,3.5,3.4,260936.0,0.0,6.54,6.23,8.06,5.6,7.83,Winter,False,0.33,0.0,0,142.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,drame,188,France,32707,4.0,3.7,92942.0,0.0,22.86,19.61,20.78,22.06,19.85,Summer,True,0.0,0.0,0,76.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,comédie,83,France,236756,2.1,1.6,844693.0,0.0,13.03,12.87,12.19,14.55,11.53,Spring,False,0.0,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,drame,101,U.S.A.,52851,2.7,3.8,626977.0,10000000.0,11.33,10.83,10.67,12.71,8.42,Spring,True,0.67,0.0,0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,"drame,thriller",93,France,26729,3.6,3.3,223321.0,2940457.0,21.37,15.22,18.26,19.37,16.0,Autumn,False,0.33,0.0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
