title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Unbroken: Path To Redemption,None,Drame,1h 38min,Harold Cronk,"Richard Friedenberg, Ken Hixon","Samuel Hunt, Merritt Patterson, David Sakurai",None,U.S.A.,,Box Office US,['14 au 17 septembre 2018'],2 238 723,None,"2,3",--,None
Big Miracle,18 avril 2012,"Drame, Romance",1h 47min,Ken Kwapis,"Jack Amiel, Michael Begler","John Krasinski, Drew Barrymore, Kristen Bell",à partir de 10 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,"['18 au 25 avril 2012', '25 avril au 2 mai 2012']",4 370,296,"1,8","3,3",153174
Une exécution ordinaire,3 février 2010,Drame,1h 45min,Marc Dugain,Marc Dugain,"André Dussollier, Marina Hands, Edouard Baer",None,France,StudioCanal,Box Office France,"['03 au 10 février 2010', '10 au 17 février 2010']",94 551,55 744,"3,6","2,8",311706
Los abandonados,30 mai 2007,Epouvante-horreur,1h 36min,Nacho Cerdà,"Nacho Cerdà, Karim Hussain","Anastasia Hille, Karel Roden, Valentin Ganev",Interdit aux moins de 12 ans,Espagne,Wild Side,Box Office France,"['30 mai au 6 juin 2007', '06 au 13 juin 2007']",27 375,15 083,"2,5","2,1",80068
Che: Part Two - Guerrilla,28 janvier 2009,"Biopic, Guerre",2h 07min,Steven Soderbergh,"Peter Buchman, Benjamin A. van der Veen","Benicio Del Toro, Carlos Bardem, Demian Bichir",None,U.S.A.,Warner Bros. France,Box Office France,"['28 janvier au 4 février 2009', '04 au 11 février 2009']",87 934,39 833,"3,2","2,8",154942
Frost/Nixon,1 avril 2009,"Historique, Drame",2h 02min,Ron Howard,Peter Morgan,"Frank Langella, Michael Sheen, Sam Rockwell",None,U.S.A.,StudioCanal,Box Office France,"['01 au 8 avril 2009', '08 au 15 avril 2009']",31 005,15 608,"3,8","3,8",133248
Khumba,23 avril 2014,"Animation, Aventure, Famille",1h 22min,Anthony Silverston,"Anthony Silverston, Jonathan Roberts","Luigi Li, Jake T. Austin, Liam Neeson",à partir de 6 ans (children's film),Afrique du Sud,Metropolitan FilmExport,Box Office France,"['23 au 30 avril 2014', '30 avril au 7 mai 2014']",183 762,115 012,"2,9","2,9",410855
Miss Bala,2 mai 2012,Drame,1h 53min,Gerardo Naranjo,"Gerardo Naranjo, Mauricio Katz","Stephanie Sigman, Noé Hernandez, James Russo","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Mexique,Ad Vitam,Box Office France,"['02 au 9 mai 2012', '09 au 16 mai 2012']",20 531,9 417,"3,5","2,9",356024
Se Dio Vuole,29 novembre 2017,Comédie,1h 27min,Edoardo Maria Falcone,"Marco Martani, Edoardo Maria Falcone","Marco Giallini, Alessandro Gassman, Laura Morante",None,Italie,Saje Distribution,Box Office France,"['29 novembre au 6 décembre 2017', '06 au 13 décembre 2017']",4 581,1 820,"3,2","3,1",181833
La Sapienza,25 mars 2015,Drame,1h 44min,Eugène Green,Eugène Green,"Fabrizio Rongione, Christelle Prot, Ludovico Succio",None,France,Bodega Films,Box Office France,"['25 mars au 1 avril 2015', '01 au 8 avril 2015']",11 054,8 359,"4,0","3,0",52634
Le Bonheur de Pierre,24 février 2010,Comédie,1h 46min,Robert Ménard,Guy Bonnier,"Pierre Richard, Sylvie Testud, Rémy Girard",None,Canada,Rezo Films,Box Office France,['24 février au 3 mars 2010'],10 924,None,"1,8","1,8",56199
Last Chance Harvey,4 mars 2009,"Comédie dramatique, Romance",1h 33min,Joel Hopkins,Joel Hopkins,"Dustin Hoffman, Emma Thompson, Eileen Atkins",None,U.S.A.,La Fabrique de Films,Box Office France,"['04 au 11 mars 2009', '11 au 18 mars 2009']",160 641,83 534,"3,0","2,9",149767
Censor,None,"Epouvante-horreur, Thriller",1h 24min,Prano Bailey-Bond,"Prano Bailey-Bond, Anthony Fletcher","Niamh Algar, Michael Smiley, Nicholas Burns",None,Grande-Bretagne,2 nominations,Box Office US,"['11 au 14 juin 2021', '18 au 21 juin 2021']",34 299,13 594,"2,7",--,None
Touch Me Not,31 octobre 2018,Drame,2h 05min,Adina Pintilie,Adina Pintilie,"Laura Benson, Tomas Lemarquis, Christian Bayerlein",None,Roumanie,Nour Films,Box Office France,"['31 octobre au 7 novembre 2018', '07 au 14 novembre 2018']",2 377,911,"2,4","2,2",25576
Big Bad Wolves,2 juillet 2014,"Thriller, Comédie, Policier",1h 50min,Aharon Keshales,"Navot Papushado, Aharon Keshales, Navot Papushado","Tzahi Grad, Lior Ashkenazi, Rotem Keinan",Interdit aux moins de 16 ans,Israël,Metropolitan FilmExport,Box Office France,"['02 au 9 juillet 2014', '09 au 16 juillet 2014']",21 072,3 954,"2,4","3,1",54874
Then She Found Me,1 octobre 2008,Comédie dramatique,1h 40min,Helen Hunt,"Alice Arlen, Victor Levin","Helen Hunt, Colin Firth, Bette Midler",None,U.S.A.,SND,Box Office US,"['09 au 12 mai 2008', '16 au 19 mai 2008']",467 577,469 018,"2,4","2,4",75558
The Shipping News,27 février 2002,Drame,1h 52min,Lasse Hallström,Robert Nelson Jacobs,"Kevin Spacey, Julianne Moore, Judi Dench",None,U.S.A.,4 nominations,Box Office France,['27 février au 6 mars 2002'],56 630,None,"2,6","3,3",8504
Cosmos,9 décembre 2015,"Comédie dramatique, Policier",1h 42min,Andrzej Zulawski,Andrzej Zulawski,"Sabine Azéma, Jean-François Balmer, Jonathan Genet",None,France,Alfama Films,Box Office France,"['09 au 16 décembre 2015', '16 au 23 décembre 2015']",3 392,998,"2,7","2,0",53317
The Front Runner,16 janvier 2019,"Drame, Biopic",1h 54min,Jason Reitman,"Matt Bai, Jay Carson","Hugh Jackman, Vera Farmiga, J.K. Simmons",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['16 au 23 janvier 2019', '23 au 30 janvier 2019']",12 264,965,"3,2","2,8",397865
Gabriel e a Montanha,30 août 2017,"Aventure, Drame",2h 11min,Fellipe Barbosa,"Fellipe Barbosa, Lucas Paraizo","João Pedro Zappa, Caroline Abras, Leonard Siampala",None,Brésil,Condor Distribution,Box Office France,"['30 août au 6 septembre 2017', '06 au 13 septembre 2017']",28 951,21 364,"4,0","3,9",259076
Vous n'avez encore rien vu,26 septembre 2012,Drame,1h 55min,Alain Resnais,"Laurent Herbiet, Alain Resnais","Mathieu Amalric, Pierre Arditi, Sabine Azéma",None,France,StudioCanal,Box Office France,"['26 septembre au 3 octobre 2012', '03 au 10 octobre 2012']",71 849,40 706,"4,0","2,5",893221
Manifesto,None,"Drame, Expérimental",1h 38min,Julian Rosefeldt,Julian Rosefeldt,"Cate Blanchett, Ruby Bustamante, Ralf Tempel",None,Allemagne,Haut et Court,Box Office France,"['23 au 30 mai 2018', '30 mai au 6 juin 2018']",2 418,1 200,"2,5","2,8",66006
Supercross,None,"Action, Aventure",1h 32min,Steve Boyum,"Bart Baker, Ken Solarz","Ryan Locke, JD Pardo, Steve Howey",None,U.S.A.,,Box Office US,['19 au 22 août 2005'],1 330 520,None,"2,6",--,19462
Confessions of a Teenage Drama Queen,None,"Comédie, Famille, Musical, Romance",1h 29min,Sara Sugarman,Gail Parent,"Megan Fox, Glenne Headly, Alison Pill",à partir de 10 ans (children's film),U.S.A.,Gaumont Buena Vista International (GBVI),Box Office US,"['20 au 23 février 2004', '27 février 2004 au 1 mars 2004']",9 217 000,6 346 941,"2,1",--,32644
Wardi,27 février 2019,"Animation, Drame",1h 20min,Mats Grorud,"Mats Grorud, Trygve Allister Diesen","Pauline Ziade, Aïssa Maïga, Saïd Amadis",à partir de 10 ans (children's film),Norvège,Jour2fête,Box Office France,"['27 février au 6 mars 2019', '06 au 13 mars 2019']",5 749,1 226,"3,7","3,6",198425
Bellflower,21 mars 2012,"Action, Drame, Romance",1h 46min,Evan Glodell,Evan Glodell,"Evan Glodell, Jessie Wiseman, Tyler Dawson","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,UFO Distribution,Box Office France,"['21 au 28 mars 2012', '28 mars au 4 avril 2012']",15 825,8 357,"3,0","3,7",466223
Fear and Desire,14 novembre 2012,"Guerre, Drame",1h 01min,Stanley Kubrick,"Howard Sackler, Stanley Kubrick","Frank Silvera, Paul Mazursky, Kenneth Harp",None,U.S.A.,Films sans Frontières,Box Office France,"['14 au 21 novembre 2012', '21 au 28 novembre 2012']",2 597,1 353,"4,0","2,5",186649
Never Grow Old,7 août 2019,"Western, Action",1h 40min,Ivan Kavanagh,Ivan Kavanagh,"Emile Hirsch, John Cusack, Déborah François",None,Irlande,Rezo Films,Box Office France,"['07 au 14 août 2019', '14 au 21 août 2019']",16 760,4 921,"2,8","3,2",62989
Betty Fisher et autres histoires,24 octobre 2001,Drame,1h 41min,Claude Miller,"Claude Miller, Ruth Rendell","Sandrine Kiberlain, Nicole Garcia, Mathilde Seigner",None,France,UFD,Box Office France,"['24 au 31 octobre 2001', '31 octobre au 7 novembre 2001']",88 209,55 600,"3,4","3,4",236909
Contre toi,2 février 2011,Drame,1h 25min,Lola Doillon,Lola Doillon,"Kristin Scott Thomas, Pio Marmaï, Jean-Philippe Écoffey",None,France,Mars Films,Box Office France,"['02 au 9 février 2011', '09 au 16 février 2011']",16 551,9 084,"2,7","2,0",177225
Genèse,10 avril 2019,Drame,2h 10min,Philippe Lesage,Philippe Lesage,"Noée Abita, Théodore Pellerin, Édouard Tremblay-Grenier",None,Canada,Shellac,Box Office France,"['10 au 17 avril 2019', '17 au 24 avril 2019']",2 950,906,"3,6","3,4",97695
Andy,4 septembre 2019,"Comédie, Romance",1h 30min,Julien Weill,"Julien Weill, Vincent Elbaz","Vincent Elbaz, Alice Taglioni, Jacques Weber",None,France,Metropolitan FilmExport,Box Office France,"['04 au 11 septembre 2019', '11 au 18 septembre 2019']",19 896,5 350,"2,8","2,1",370526
Le Bel âge,30 décembre 2009,Comédie dramatique,1h 37min,Laurent Perreau,"Laurent Perreau, Juliette Soubrier","Michel Piccoli, Pauline Etienne, Eric Caravaca",None,France,Dulac Distribution,Box Office France,"['30 décembre 2009 au 6 janvier 2010', '06 au 13 janvier 2010']",22 130,10 256,"3,6","2,6",182313
Illégal,13 octobre 2010,Drame,1h 35min,Olivier Masset-Depasse,Olivier Masset-Depasse,"Anne Coesens, Esse Lawson, Alexandre Golntcharov",None,France,Haut et Court,Box Office France,"['13 au 20 octobre 2010', '20 au 27 octobre 2010']",17 575,8 258,"3,6","3,7",150306
"Vous êtes jeunes, vous êtes beaux",2 octobre 2019,Drame,1h 40min,Franchin Don,"Tarik Noui, Franchin Don","Gérard Darmon, Josiane Balasko, Patrick Bouchitey",None,France,Destiny Films,Box Office France,"['02 au 9 octobre 2019', '09 au 16 octobre 2019']",3 176,780,"2,8","2,3",102023
Die Fremde,20 avril 2011,Drame,1h 59min,Feo Aladag,Feo Aladag,"Sibel Kekilli, Derya Alabora, Florian Lukas",None,Allemagne,Wild Bunch Distribution,Box Office France,"['13 au 20 avril 2011', '20 au 27 avril 2011']",471,19 087,"3,7","4,1",324812
Impardonnables,17 août 2011,Drame,1h 51min,André Téchiné,"André Téchiné, Mehdi Ben Attia","André Dussollier, Carole Bouquet, Mélanie Thierry",None,France,UGC Distribution,Box Office France,"['17 au 24 août 2011', '24 au 31 août 2011']",80 970,47 827,"2,6","2,1",472496
Klip,17 avril 2013,Drame,1h 43min,Maja Milos,Maja Milos,"Isidora Simijonovic, Vukasin Jasnic, Sanja Mikitisin",Interdit aux moins de 16 ans avec avertissement,Serbie,KMBO,Box Office France,"['17 au 24 avril 2013', '24 avril au 1 mai 2013']",1 959,867,"2,6","3,2",187172
Miracle at St. Anna,None,Guerre,2h 36min,Spike Lee,James McBride,"Derek Luke, Michael Ealy, Laz Alonso",None,U.S.A.,L.C.J. Editions et Productions,Box Office France,"['29 août au 5 septembre 2018', '05 au 12 septembre 2018']",265,77,"2,0","3,4",20647
Our Brand Is Crisis,None,Comédie,1h 48min,David Gordon Green,Peter Straughan,"Sandra Bullock, Billy Bob Thornton, Joaquim de Almeida",None,U.S.A.,Warner Bros. France,Box Office US,['30 octobre 2015 au 2 novembre 2015'],3 238 433,None,"2,6",--,46765
Vampires,1 septembre 2010,"Comédie, Fantastique",1h 32min,Vincent Lannoo,"Vincent Lannoo, Frédérique Broos","Carlo Ferrante, Vera Van Dooren, Pierre Lognay",None,Belgique,Eurozoom,Box Office France,"['01 au 8 septembre 2010', '08 au 15 septembre 2010']",2 117,1 159,"2,6","2,5",149535
Mariage mixte,26 mai 2004,"Comédie, Comédie dramatique",1h 44min,Alexandre Arcady,"Alexandre Arcady, Daniel Saint-Hamont","Gérard Darmon, Olivia Bonamy, Jean Benguigui",None,France,Quinta Distribution,Box Office France,['26 mai au 2 juin 2004'],120 617,None,"2,3","1,7",24274
Amnesia,19 août 2015,Drame,1h 36min,Barbet Schroeder,"Emilie Bickerton, Peter Steinbach","Marthe Keller, Max Riemelt, Bruno Ganz",None,Suisse,Les Films du Losange,Box Office France,"['19 au 26 août 2015', '26 août au 2 septembre 2015']",30 518,16 330,"3,1","2,8",184008
L'Art de séduire,27 juillet 2011,"Comédie, Romance",1h 24min,Guy Mazarguil,"Guy Mazarguil, Erick Malabry","Mathieu Demy, Julie Gayet, Lionel Abelanski",None,France,Zelig Films Distribution,Box Office France,"['27 juillet au 3 août 2011', '03 au 10 août 2011']",22 104,6 139,"2,5","2,2",590081
Amour Fou,4 février 2015,"Drame, Biopic",1h 36min,Jessica Hausner,Jessica Hausner,"Birte Schnoeink, Christian Friedel, Stephan Grossmann",None,Autriche,Jour2fête,Box Office France,"['04 au 11 février 2015', '11 au 18 février 2015']",8 150,2 632,"3,8","2,8",170819
The Sitter,13 juin 2012,Comédie,1h 40min,David Gordon Green,"Brian Gatewood, Alessandro Tanaka","Jonah Hill, Max Records, Ari Graynor",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['13 au 20 juin 2012', '09 au 12 décembre 2011']",485,None,"1,4","2,2",20604
Kong Curling,2 janvier 2013,Comédie,1h 20min,Ole Endresen,"Atle Antonsen, Ole Endresen","Atle Antonsen, Linn Skåber, Kåre Conradi",None,Norvège,KMBO,Box Office France,"['02 au 9 janvier 2013', '09 au 16 janvier 2013']",6 932,2 185,"2,6","3,4",278215
Replicant,11 juillet 2001,"Action, Thriller",1h 36min,Ringo Lam,"Lawrence Riggins, Les Weldon","Jean-Claude Van Damme, Michael Rooker, Catherine Dent",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['11 au 18 juillet 2001', '18 au 25 juillet 2001']",71 059,25 185,"3,3","2,2",10731
Neiges d'automne,27 mai 2015,Comédie dramatique,1h 35min,Hugo Bardin,"Hugo Bardin, Céline Bévierre","Armelle Bérengier, Marie Petiot, Alice Dessuant",None,France,Cinéma Saint-André des Arts,Box Office France,"['27 mai au 3 juin 2015', '03 au 10 juin 2015']",160,143,"3,3",--,14611
Happy Family 2,15 décembre 2021,"Animation, Famille, Fantastique",1h 43min,Holger Tappe,"David Safier, Abraham Katz","Emily Watson, Nick Frost, Jessica Brown Findlay",à partir de 6 ans (children's film),Allemagne,Metropolitan FilmExport,Box Office France,"['15 au 22 décembre 2021', '22 au 29 décembre 2021']",21 493,13 230,"1,9",--,80069
Le Gang des Antillais,30 novembre 2016,Thriller,1h 30min,Jean-Claude Barny,"Jean-Claude Barny, Thomas Cheysson","Djedje Apali, Eriq Ebouaney, Adama Niane",None,France,Happiness Distribution,Box Office France,"['30 novembre au 7 décembre 2016', '07 au 14 décembre 2016']",18 079,7 245,"2,6","2,6",71322
Battle in Seattle,7 mai 2008,"Drame, Action",1h 40min,Stuart Townsend,Stuart Townsend,"André Benjamin, Jennifer Carpenter, Isaach de Bankolé",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['07 au 14 mai 2008', '14 au 21 mai 2008']",37 734,24 180,"2,8","3,3",145551
Acusada,10 juillet 2019,"Drame, Judiciaire, Thriller",1h 53min,Gonzalo Tobal,"Ulises Porra, Gonzalo Tobal","Lali Espósito, Gael García Bernal, Leonardo Sbaraglia",None,Argentine,Haut et Court,Box Office France,"['10 au 17 juillet 2019', '17 au 24 juillet 2019']",10 812,5 249,"2,9","2,8",181168
Mi Mejor Amigo,27 mars 2019,Drame,1h 30min,Martin Deus,Martin Deus,"Angelo Mutti Spinetta, Lautaro Rodríguez, Mariana Anghileri",None,Argentine,Epicentre Films,Box Office France,"['27 mars au 3 avril 2019', '03 au 10 avril 2019']",6 121,1 621,"2,9","3,4",20796
Diary of a Wimpy Kid: Rodrick Rules,13 juillet 2011,Comédie,1h 34min,David Bowers,"Gabe Sachs, Jeff Judah","Zachary Gordon, Devon Bostick, Rachael Harris",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,"['13 au 20 juillet 2011', '25 au 28 mars 2011']",227,None,"3,1",--,16358
Ces amours-là,15 septembre 2010,"Comédie dramatique, Drame, Romance",2h 00min,Claude Lelouch,"Claude Lelouch, Pierre Uytterhoeven","Audrey Dana, Laurent Couson, Raphaël Haroche",None,France,Rezo Films,Box Office France,"['15 au 22 septembre 2010', '22 au 29 septembre 2010']",131 364,87 886,"2,9","3,2",594629
"Dieu est grand, je suis toute petite",26 septembre 2001,"Comédie dramatique, Romance",1h 40min,Pascale Bailly,"Pascale Bailly, Alain Tasma","Audrey Tautou, Edouard Baer, Julie Depardieu",None,France,Mars Distribution,Box Office France,"['26 septembre au 3 octobre 2001', '03 au 10 octobre 2001']",163 282,100 021,"3,1","2,2",10689
Un Poison Violent,4 août 2010,Drame,1h 32min,Katell Quillévéré,"Katell Quillévéré, Mariette Désert","Clara Augarde,  Lio, Michel Galabru",None,France,Dulac Distribution,Box Office France,"['04 au 11 août 2010', '11 au 18 août 2010']",32 846,22 813,"3,5","2,3",412278
A boire,29 décembre 2004,Comédie,1h 30min,Marion Vernoux,"Marion Vernoux, Frédéric Jardin","Edouard Baer, Emmanuelle Béart, Atmen Kélif",None,France,Rezo Films,Box Office France,['29 décembre 2004 au 5 janvier 2005'],41 406,None,"2,9","1,5",40758
Arthur Christmas,23 novembre 2011,"Animation, Famille",1h 38min,Barry Cook,"Sarah Smith, Peter Baynham, Sarah Smith","James McAvoy, Hugh Laurie, Bill Nighy",à partir de 6 ans (children's film),Grande-Bretagne,Sony Pictures Releasing France,Box Office France,"['23 au 30 novembre 2011', '30 novembre au 7 décembre 2011']",192 853,124 628,"3,1","3,5",1951671
Everybody's Fine,None,Comédie dramatique,1h 39min,Kirk Jones (II),Kirk Jones (II),"Robert De Niro, Drew Barrymore, Kate Beckinsale",None,U.S.A.,1 nomination,Box Office US,"['04 au 7 décembre 2009', '11 au 14 décembre 2009']",3 852 068,2 194 210,"3,4",--,170358
Reeker,31 mai 2006,Epouvante-horreur,1h 40min,Dave Payne,Dave Payne,"Devon Gummersall, Derek Richardson, Tina Illman",Interdit aux moins de 12 ans,U.S.A.,Bac Films,Box Office France,['31 mai au 7 juin 2006'],58 247,None,"2,4","1,8",85114
Middle Men,None,Comédie,1h 45min,George Gallo,"George Gallo, Andy Weiss","Luke Wilson, Giovanni Ribisi, James Caan",Interdit aux moins de 12 ans,U.S.A.,,Box Office US,['06 au 9 août 2010'],325 641,None,"3,6",--,247518
Ricordati di me,12 novembre 2003,"Comédie dramatique, Romance",1h 58min,Gabriele Muccino,"Gabriele Muccino, Heidrun Schleef","Monica Bellucci, Fabrizio Bentivoglio, Laura Morante",None,Italie,78 193 entrées,Box Office France,['12 au 19 novembre 2003'],78 193,None,"3,1","3,6",13916
La Désintégration,15 février 2012,Drame,1h 18min,Philippe Faucon,Eric Nebot,"Rashid Debbouze, Yassine Azzouz, Ymanol Perset",None,France,Pyramide Distribution,Box Office France,"['15 au 22 février 2012', '22 au 29 février 2012']",20 956,11 092,"3,5","3,0",467249
London River,23 septembre 2009,Drame,1h 28min,Rachid Bouchareb,"Olivier Lorelle, Rachid Bouchareb","Brenda Blethyn, Sotigui Kouyate, Sami Bouajila",None,France,Tadrart Films,Box Office France,"['23 au 30 septembre 2009', '30 septembre au 7 octobre 2009']",8 304,6 224,"3,3","3,5",684019
Willard,17 septembre 2003,Epouvante-horreur,1h 40min,Glen Morgan,Glen Morgan,"Crispin Glover, R. Lee Ermey, Laura Harring",None,U.S.A.,Metropolitan FilmExport,Box Office US,['14 au 17 mars 2003'],4 025 000,None,"3,0","2,9",13414
No dormirás,16 mai 2018,Thriller,1h 46min,Gustavo Hernandez,Juma Fodde,"Eva de Dominici, Belén Rueda, Natalia de Molina",Interdit aux moins de 12 ans,Espagne,Eurozoom,Box Office France,"['16 au 23 mai 2018', '23 au 30 mai 2018']",12 257,5 939,"2,5","1,9",140961
Golden Door,21 mars 2007,Drame,1h 58min,Emanuele Crialese,Emanuele Crialese,"Charlotte Gainsbourg, Vincenzo Amato, Francesco Casisa",None,France,Memento Distribution,Box Office France,"['21 au 28 mars 2007', '28 mars au 4 avril 2007']",90 015,63 117,"3,5","2,3",101786
Amazing Grace,None,"Drame, Historique",1h 58min,Michael Apted,Steven Knight,"Ioan Gruffudd, Albert Finney, Stephen Campbell-Moore",None,U.S.A.,1 nomination,Box Office US,"['23 au 26 février 2007', '02 au 5 mars 2007']",4 054 542,2 826 987,"3,5",--,234316
"Ich war zuhause, aber...",5 janvier 2022,Drame,1h 45min,Angela Schanelec,Angela Schanelec,"Maren Eggert, Jakob Lassalle, Franz Rogowski",None,Allemagne,Shellac,Box Office France,"['05 au 12 janvier 2022', '12 au 19 janvier 2022']",547,298,"2,8","2,0",39166
Euforia,20 février 2019,Drame,1h 50min,Valeria Golino,"Valeria Golino, Francesca Marciano","Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari",None,Italie,Paname Distribution,Box Office France,"['20 au 27 février 2019', '27 février au 6 mars 2019']",12 605,4 311,"3,2","3,4",121117
Wir sind die Nacht,29 décembre 2010,"Epouvante-horreur, Drame, Fantastique",1h 45min,Dennis Gansel,"Jan Berger, Dennis Gansel","Karoline Herfurth, Nina Hoss, Jennifer Ulrich",None,Allemagne,Metropolitan FilmExport,Box Office France,"['29 décembre 2010 au 5 janvier 2011', '05 au 12 janvier 2011']",45 428,14 689,"2,4","3,0",557996
Cats And Dogs: The Revenge Of Kitty Galore,4 août 2010,"Action, Comédie",1h 25min,Brad Peyton,"Ron Friedman, Steve Bencich","James Marsden, Nick Nolte, Christina Applegate",à partir de 8 ans (children's film),U.S.A.,Warner Bros. France,Box Office France,"['04 au 11 août 2010', '11 au 18 août 2010']",178 908,117 204,"2,3","2,3",619531
Vikram,3 juin 2022,"Action, Thriller",2h 53min,Lokesh Kanagaraj,"Lokesh Kanagaraj, Rathna Kumar","Kamal Haasan, Fahadh Faasil, Vijay Sethupathi",Tout Public,Inde,Friday Entertainment,Box Office US,['03 au 6 juin 2022'],1 770 000,None,"3,7",--,3019
Der Staat gegen Fritz Bauer,13 avril 2016,Drame,1h 46min,Lars Kraume,"Lars Kraume, Olivier Guez","Burghart Klaußner, Ronald Zehrfeld, Lilith Stangenberg",None,Allemagne,ARP Sélection,Box Office France,"['13 au 20 avril 2016', '20 au 27 avril 2016']",35 037,19 678,"3,3","3,5",187172
Fais-moi plaisir !,24 juin 2009,Comédie,1h 30min,Emmanuel Mouret,Emmanuel Mouret,"Emmanuel Mouret, Judith Godrèche, Frédérique Bel",None,France,Pyramide Distribution,Box Office France,"['24 juin au 1 juillet 2009', '01 au 8 juillet 2009']",61 272,38 786,"3,4","2,4",208088
Le Fil,12 mai 2010,Drame,1h 33min,Mehdi Ben Attia,"Mehdi Ben Attia, Olivier Laneurie","Claudia Cardinale, Antonin Stahly-Vishwanadan, Salim Kechiouche",None,France,Pyramide Distribution,Box Office France,"['12 au 19 mai 2010', '19 au 26 mai 2010']",8 609,2 695,"2,6","2,4",61667
Foon,30 novembre 2005,Comédie,1h 20min,Benoît Pétré,"Deborah Saïag, Mika Tard, Benoît Pétré, Mika Tard","Alexandre Brik, Aurélie Saada, Morgan Perez",None,France,Pyramide Distribution,Box Office France,['30 novembre au 7 décembre 2005'],31 920,None,"2,4","1,3",64560
Requiem pour une tueuse,23 février 2011,"Thriller, Espionnage",1h 31min,Jérôme Le Maire,Jérôme Le Maire,"Mélanie Laurent, Clovis Cornillac, Tchéky Karyo",None,France,StudioCanal,Box Office France,"['23 février au 2 mars 2011', '02 au 9 mars 2011']",80 872,11 675,"1,5","1,7",789017
Figlia Mia,27 juin 2018,Drame,1h 37min,Laura Bispuri,"Francesca Manieri, Laura Bispuri","Valeria Golino, Alba Rohrwacher, Sara Casu",None,Allemagne,UFO Distribution,Box Office France,"['27 juin au 4 juillet 2018', '04 au 11 juillet 2018']",10 590,4 481,"3,2","3,0",148960
Harcheck mi headro,25 février 2015,Drame,1h 33min,Keren Yedaya,Keren Yedaya,"Maayan Turjeman, Tzahi Grad, Yaël Abecassis",Interdit aux moins de 16 ans,Israël,Dulac Distribution,Box Office France,"['25 février au 4 mars 2015', '04 au 11 mars 2015']",1 711,400,"2,1","2,3",151738
Mariage à Mendoza,23 janvier 2013,Comédie dramatique,1h 34min,Edouard Deluc,"Edouard Deluc, Thomas Lilti","Nicolas Duvauchelle, Philippe Rebbot, Benjamin Biolay",None,France,Diaphana Distribution,Box Office France,"['23 au 30 janvier 2013', '30 janvier au 6 février 2013']",32 115,14 822,"2,8","3,2",295460
Riaru: Kanzen naru kubinagaryû no hi,26 mars 2014,"Romance, Fantastique",2h 07min,Kiyoshi Kurosawa,"Kiyoshi Kurosawa, Sachiko Tanaka","Takeru Satô, Haruka Ayase, Joe Odagiri",None,Japon,Condor Distribution,Box Office France,"['26 mars au 2 avril 2014', '02 au 9 avril 2014']",17 584,10 631,"3,6","3,0",345565
Dark Touch,19 mars 2014,Epouvante-horreur,1h 28min,Marina De Van,Marina De Van,"Missy Keating, Marcella Plunkett, Padraic Delaney",Interdit aux moins de 12 ans avec avertissement,France,KMBO,Box Office France,"['19 au 26 mars 2014', '26 mars au 2 avril 2014']",20 052,7 246,"2,7","2,1",325569
Being Flynn,5 septembre 2012,Drame,1h 46min,Paul Weitz,Paul Weitz,"Robert De Niro, Paul Dano, Julianne Moore",None,U.S.A.,Universal Pictures International France,Box Office France,['05 au 12 septembre 2012'],2 654,None,"3,0","3,3",200111
Godsend,16 juin 2004,"Epouvante-horreur, Drame, Science fiction",1h 42min,Nick Hamm,Mark Bomback,"Devon Bostick, Robert De Niro, Greg Kinnear",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['16 au 23 juin 2004', '30 avril 2004 au 3 mai 2004']",87 714,None,"2,1","1,7",37068
Moon Man,19 décembre 2012,Animation,1h 35min,Stephan Schesch,"Sarah Clara Weber, Stephan Schesch","Tomi Ungerer, Katharina Thalbach, Ulrich Tukur",à partir de 6 ans (children's film),France,Le Pacte,Box Office France,"['19 au 26 décembre 2012', '26 décembre 2012 au 2 janvier 2013']",71 214,52 278,"3,8","3,4",754030
Tracers,25 février 2015,Action,1h 34min,Daniel Benmayor,"Leslie Bohem, Matt Johnson (V)","Taylor Lautner, Marie Avgeropoulos, Adam Rayner","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,"['25 février au 4 mars 2015', '04 au 11 mars 2015']",85 521,31 158,"2,1","2,5",417346
Victor Young Perez,20 novembre 2013,Biopic,1h 54min,Jacques Ouaniche,"Jacques Ouaniche, Yoni Darmon","Brahim Asloum, Steve Suissa, Isabella Orsini",None,France,Océan Films,Box Office France,"['20 au 27 novembre 2013', '27 novembre au 4 décembre 2013']",40 289,5 681,"2,6","2,8",116844
