title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
La Nuit du 12,13 juillet 2022,"Thriller, Policier",1h 54min,Dominik Moll,"Dominik Moll, Gilles Marchand","Bastien Bouillon, Bouli Lanners, Théo Cholbi",None,France,Haut et Court,Box Office France,"['13 au 20 juillet 2022', '20 au 27 juillet 2022']",96 667,72 191,"4,4","4,1",283643
C.R.A.Z.Y.,3 mai 2006,Drame,2h 07min,Jean-Marc Vallée,"François Boulay, Jean-Marc Vallée","Michel Côté, Marc-André Grondin, Émile Vallée",None,Canada,L'Atelier Distribution,Box Office France,"['03 au 10 mai 2006', '10 au 17 mai 2006']",91 203,65 988,"3,8","3,8",310830
Tenet,26 août 2020,"Action, Science fiction",2h 30min,Christopher Nolan,Christopher Nolan,"John David Washington, Kenneth Branagh, Robert Pattinson",None,U.S.A.,Warner Bros. France,Box Office France,"['26 août au 2 septembre 2020', '02 au 9 septembre 2020']",948 378,411 702,"3,6","3,7",768746
Everything Everywhere All at Once,31 août 2022,"Action, Comédie, Drame, Science fiction, Arts Martiaux",2h 19min,Daniel Scheinert,"Daniel Kwan, Daniel Scheinert, Daniel Kwan","Michelle Yeoh, Ke Huy Quan, Jamie Lee Curtis",None,U.S.A.,Pathé Live,Box Office France,"['31 août au 7 septembre 2022', '07 au 14 septembre 2022']",132 121,76 098,"3,9","3,5",310283
A Noiva,28 juin 2023,Drame,1h 21min,Sérgio Tréfaut,Sérgio Tréfaut,"Joana Bernardo, Hugo Bentes, Lola Dueñas",None,Portugal,Alfama Films,Box Office France,"['28 juin au 5 juillet 2023', '05 au 12 juillet 2023']",298,64,"2,9","2,0",2765
Le Bleu du Caftan,22 mars 2023,"Drame, Romance",2h 02min,Maryam Touzani,Maryam Touzani,"Lubna Azabal, Saleh Bakri, Ayoub Missioui",None,France,Ad Vitam,Box Office France,"['22 au 29 mars 2023', '29 mars au 5 avril 2023']",54 381,41 365,"3,8","4,3",141420
As bestas,20 juillet 2022,"Thriller, Drame",2h 17min,Rodrigo Sorogoyen,"Isabel Peña, Rodrigo Sorogoyen","Marina Foïs, Denis Ménochet, Luis Zahera",None,Espagne,Le Pacte,Box Office France,"['20 au 27 juillet 2022', '27 juillet au 3 août 2022']",74 066,55 172,"4,2","4,1",266124
Scream VI,8 mars 2023,Epouvante-horreur,2h 02min,Matt Bettinelli-Olpin,"Tyler Gillett, James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,Box Office France,"['08 au 15 mars 2023', '15 au 22 mars 2023']",464 821,372 605,"2,4","3,1",307919
Black Adam,19 octobre 2022,"Action, Fantastique, Aventure",2h 05min,Jaume Collet-Serra,"Adam Sztykiel, Rory Haines","Dwayne Johnson, Aldis Hodge, Pierce Brosnan",None,U.S.A.,Warner Bros. France,Box Office France,"['19 au 26 octobre 2022', '26 octobre au 2 novembre 2022']",713 308,657 103,"2,1","2,8",129228
Coco,15 novembre 2017,"Animation, Fantastique, Famille",1h 45min,Lee Unkrich,"Adrian Molina, Adrian Molina, Matthew Aldrich","Andrea Santamaria, Anthony Gonzalez (VIII), Benjamin Bratt",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['29 novembre au 6 décembre 2017', '06 au 13 décembre 2017']",948 846,619 289,"4,1","4,5",1508213
Stillwater,22 septembre 2021,"Thriller, Drame",2h 20min,Tom McCarthy,"Tom McCarthy, Thomas Bidegain","Matt Damon, Camille Cottin, Abigail Breslin",None,U.S.A.,Universal Pictures International France,Box Office France,"['22 au 29 septembre 2021', '29 septembre au 6 octobre 2021']",135 483,94 400,"3,3","3,6",208070
Mascarade,1 novembre 2022,Comédie dramatique,2h 14min,Nicolas Bedos,Nicolas Bedos,"Pierre Niney, Isabelle Adjani, François Cluzet",None,France,Pathé,Box Office France,"['26 octobre au 2 novembre 2022', '02 au 9 novembre 2022']",91 498,295 895,"2,5","3,6",175906
C’est mon homme,5 avril 2023,Drame,1h 27min,Guillaume Bureau,Guillaume Bureau,"Leïla Bekhti, Karim Leklou, Louise Bourgoin",None,France,Bac Films,Box Office France,"['05 au 12 avril 2023', '12 au 19 avril 2023']",24 890,13 155,"3,1","2,7",129044
"Ruby Gillman, Teenage Kraken",28 juin 2023,"Animation, Aventure, Famille, Action, Comédie",1h 30min,Kirk DeMicco,"Faryn Pearl, Pam Brady, Brian C. Brown","Lana Condor, Toni Collette, Jane Fonda",None,U.S.A.,Universal Pictures International France,Box Office US,"['30 juin 2023 au 3 juillet 2023', '07 au 10 juillet 2023']",5 200 000,2 846 245,"2,7","2,5",88587
The Pope's Exorcist,10 mai 2023,"Epouvante-horreur, Biopic, Fantastique",1h 43min,Julius Avery,"Evan Spiliotopoulos, Michael Petroni","Russell Crowe, Daniel Zovatto, Alex Essoe",Interdit aux moins de 12 ans,U.S.A.,Sony Pictures Releasing France,Box Office France,"['10 au 17 mai 2023', '17 au 24 mai 2023']",155 555,115 170,"2,9","2,8",64276
King Arthur: Legend Of The Sword,17 mai 2017,"Action, Aventure, Fantastique",2h 06min,Guy Ritchie,"Joby Harold, Guy Ritchie","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law",None,U.S.A.,Warner Bros. France,Box Office France,"['17 au 24 mai 2017', '24 au 31 mai 2017']",362 905,174 620,"2,7","3,3",660333
Sage-Homme,15 mars 2023,Comédie dramatique,1h 40min,Jennifer Devoldere,"Jennifer Devoldere, Cécile Sellam","Karin Viard, Melvin Boomer, Steve Tientcheu",None,France,Warner Bros. France,Box Office France,"['15 au 22 mars 2023', '22 au 29 mars 2023']",279 606,130 618,"3,6","4,0",97350
J’irai mourir dans les Carpates,16 septembre 2020,"Comédie, Thriller",1h 36min,Antoine de Maximy,Antoine de Maximy,"Antoine de Maximy, Alice Pol, Max Boublil",None,France,Apollo Films,Box Office France,"['16 au 23 septembre 2020', '23 au 30 septembre 2020']",50 838,25 462,"2,5","3,7",153926
Retour chez ma mère,1 juin 2016,Comédie,1h 31min,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes","Alexandra Lamy, Josiane Balasko, Mathilde Seigner",None,France,Pathé,Box Office France,"['01 au 8 juin 2016', '08 au 15 juin 2016']",643 863,412 121,"2,9","3,0",980323
Sous le sable,7 février 2001,Drame,1h 35min,François Ozon,"François Ozon, Emmanuèle Bernheim","Charlotte Rampling, Bruno Cremer, Alexandra Stewart",None,Japon,Haut et Court,Box Office France,"['07 au 14 février 2001', '14 au 21 février 2001']",154 347,195 542,"4,3","3,2",35840
Yo Mama,5 juillet 2023,Comédie,1h 37min,Leïla Sy,"Amadou Mariko, Amadou Mariko","Claudia Tagbo,  Zaho, Sophie-Marie Larrouy",None,France,Gaumont Distribution,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",78 717,42 432,"2,4","2,8",94294
La Dernière reine,19 avril 2023,"Historique, Drame",1h 50min,Damien Ounouri,"Adila Bendimerad, Damien Ounouri, Adila Bendimerad","Adila Bendimerad, Dali Benssalah, Mohamed Tahar Zaoui",None,Algérie,Jour2fête,Box Office France,"['19 au 26 avril 2023', '26 avril au 3 mai 2023']",21 049,17 812,"3,8","4,1",124017
Sauver ou périr,28 novembre 2018,Drame,1h 56min,Frédéric Tellier,"David Oelhoffen, Frédéric Tellier","Pierre Niney, Anaïs Demoustier, Chloé Stefani",None,France,Mars Films,Box Office France,"['28 novembre au 5 décembre 2018', '05 au 12 décembre 2018']",338 929,210 053,"3,3","4,1",906864
LOL (Laughing Out Loud) ®,4 février 2009,Comédie,1h 47min,Lisa Azuelos,"Lisa Azuelos, Nans Delgado","Sophie Marceau, Christa Théret, Alexandre Astier",None,France,Pathé,Box Office France,"['04 au 11 février 2009', '11 au 18 février 2009']",738 734,806 131,"3,2","2,8",2271078
Luise,5 juillet 2023,"Drame, Historique, Romance",1h 39min,Matthias Luthardt,"Sebastian Bleyl, Matthias Luthardt","Luise Aschenbrenner, Christa Théret, Leonard Kunz",None,France,Pyramide Distribution,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",1 215,422,"2,8","2,8",83691
Le Processus de paix,14 juin 2023,"Romance, Comédie dramatique",1h 32min,Ilan Klipper,"Ilan Klipper, Camille Chamoux","Camille Chamoux, Damien Bonnard, Ariane Ascaride",None,France,Le Pacte,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",34 918,15 048,"3,6","2,6",151976
The Whale,8 mars 2023,Drame,1h 57min,Darren Aronofsky,Samuel D. Hunter,"Brendan Fraser, Sadie Sink, Ty Simpkins",None,U.S.A.,ARP Sélection,Box Office France,"['08 au 15 mars 2023', '15 au 22 mars 2023']",65 064,69 274,"3,2","4,1",249919
Une histoire d'amour et de désir,1 septembre 2021,"Drame, Romance",1h 42min,Leyla Bouzid,Leyla Bouzid,"Sami Outalbali, Zbeida Belhajamor, Diong-Keba Tacu",None,France,Pyramide Distribution,Box Office France,"['01 au 8 septembre 2021', '08 au 15 septembre 2021']",16 502,9 195,"4,0","3,8",102221
Il sol dell’avvenire,28 juin 2023,"Comédie dramatique, Drame, Comédie",1h 35min,Nanni Moretti,"Francesca Marciano, Nanni Moretti","Nanni Moretti, Margherita Buy, Silvio Orlando",None,Italie,Le Pacte,Box Office France,"['28 juin au 5 juillet 2023', '05 au 12 juillet 2023']",91 786,47 190,"3,9","3,3",103592
Babylon,18 janvier 2023,"Historique, Drame",3h 09min,Damien Chazelle,Damien Chazelle,"Brad Pitt, Margot Robbie, Diego Calva","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Paramount Pictures France,Box Office France,"['18 au 25 janvier 2023', '25 janvier au 1 février 2023']",508 796,347 316,"4,0","4,2",216574
Joker,9 octobre 2019,Drame,2h 02min,Todd Phillips,"Todd Phillips, Scott Silver","Joaquin Phoenix, Robert De Niro, Zazie Beetz",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Warner Bros. France,Box Office France,"['09 au 16 octobre 2019', '16 au 23 octobre 2019']",1 576 425,1 228 940,"4,1","4,4",1095556
Asteroid City,21 juin 2023,Comédie dramatique,1h 46min,Wes Anderson,Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks",None,U.S.A.,Universal Pictures International France,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",117 498,86 521,"3,3","3,0",148759
"Cléo, Melvil et moi",5 juillet 2023,Comédie dramatique,1h 13min,Arnaud Viard,Arnaud Viard,"Arnaud Viard, Marianne Denicourt, Romane Bohringer",None,France,Moonlight Films Distribution,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",1 849,352,"3,3","3,2",55927
Top Gun: Maverick,25 mai 2022,Action,2h 11min,Joseph Kosinski,"Christopher McQuarrie, Ehren Kruger","Tom Cruise, Miles Teller, Jennifer Connelly",None,U.S.A.,Paramount Pictures France,Box Office France,"['25 mai au 1 juin 2022', '01 au 8 juin 2022']",1 529 608,1 188 176,"3,7","4,3",2331029
En corps,30 mars 2022,"Comédie dramatique, Drame, Comédie",1h 58min,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Marion Barbeau, Hofesh Shechter, Denis Podalydès",None,France,StudioCanal,Box Office France,"['30 mars au 6 avril 2022', '06 au 13 avril 2022']",332 971,254 871,"3,4","4,1",322379
Farang,28 juin 2023,Action,1h 39min,Xavier Gens,"Xavier Gens, Magali Rossito","Nassim Lyes, Loryn Nounay, Olivier Gourmet",Interdit aux moins de 12 ans,France,StudioCanal,Box Office France,"['28 juin au 5 juillet 2023', '05 au 12 juillet 2023']",79 426,54 052,"3,4","3,7",224107
The Little Mermaid,24 mai 2023,"Aventure, Famille, Fantastique",2h 16min,Rob Marshall,David Magee,"Halle Bailey, Jonah Hauer-King, Melissa McCarthy",None,U.S.A.,The Walt Disney Company France,Box Office France,"['24 au 31 mai 2023', '31 mai au 7 juin 2023']",582 814,336 931,"2,5","2,3",179018
La Nuit du verre d’eau,14 juin 2023,"Drame, Romance",1h 23min,Carlos Chahine,Carlos Chahine,"Marilyne Naaman, Antoine Merheb Harb, Nathalie Baye",None,France,JHR Films / Jour2Fête,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",12 657,7 364,"2,6","3,6",119180
The Covenant,None,"Action, Thriller, Guerre",2h 03min,Guy Ritchie,"Guy Ritchie, Ivan Atkinson","Jake Gyllenhaal, Dar Salim, Alexander Ludwig",None,Grande-Bretagne,,Box Office US,"['21 au 24 avril 2023', '28 avril 2023 au 1 mai 2023']",6 380 188,3 615 081,"3,1","4,1",22419
X,2 novembre 2022,Epouvante-horreur,1h 45min,Ti West,Ti West,"Mia Goth, Jenna Ortega, Martin Henderson",Interdit aux moins de 16 ans,U.S.A.,Kinovista,Box Office France,"['02 au 9 novembre 2022', '09 au 16 novembre 2022']",31 224,12 023,"3,9","3,0",307919
Joy Ride,5 juillet 2023,Comédie,1h 32min,Adele Lim,"Cherry Chevapravatdumrong, Teresa Hsiao","Stephanie Hsu, Ashley Park, Sherry Cola",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",9 258,772,"2,9",--,5040
Fumer fait tousser,30 novembre 2022,Comédie,1h 20min,Quentin Dupieux,Quentin Dupieux,"Gilles Lellouche, Vincent Lacoste, Anaïs Demoustier","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Gaumont Distribution,Box Office France,"['30 novembre au 7 décembre 2022', '07 au 14 décembre 2022']",87 446,40 915,"3,2","2,7",160219
C'est tout pour moi,29 novembre 2017,Comédie dramatique,1h 43min,Nawell Madani,"Ludovic Colbeau-Justin, Nawell Madani, Ali Boughéraba","Nawell Madani, François Berléand, Mimoun Benabderrahmane",None,France,UGC Distribution,Box Office France,"['29 novembre au 6 décembre 2017', '06 au 13 décembre 2017']",250 306,149 871,"3,0","3,6",693051
The Bad Guys,6 avril 2022,"Animation, Comédie, Aventure, Famille",1h 40min,Pierre Perifel,"Etan Cohen, Hilary Winston","Pierre Niney, Sam Rockwell, Igor Gotesman",à partir de 6 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,"['06 au 13 avril 2022', '13 au 20 avril 2022']",259 472,176 979,"3,6","3,9",187070
Deux Moi,11 septembre 2019,Drame,1h 50min,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Ana Girardot, François Civil, Camille Cottin",None,France,StudioCanal,Box Office France,"['11 au 18 septembre 2019', '18 au 25 septembre 2019']",238 161,171 486,"3,7","3,5",970511
The Boogeyman,31 mai 2023,"Epouvante-horreur, Thriller",1h 39min,Rob Savage,"Mark Heyman, Scott Beck","Chris Messina, Sophie Thatcher, Vivien Lyra Blair",Interdit aux moins de 12 ans,U.S.A.,The Walt Disney Company France,Box Office France,"['31 mai au 7 juin 2023', '07 au 14 juin 2023']",101 134,79 115,"3,2","2,7",55377
La Baleine et l'escargote,21 octobre 2020,"Animation, Famille",0h 40min,Max Lang,"Daniel Snaddon, Max Lang, Suzanne Lang (II)","Colette Sodoyez, Diana Rigg, Maia Baran",à partir de 3 ans (children's film),Grande-Bretagne,Les Films du Préau,Box Office France,"['21 au 28 octobre 2020', '26 mai au 2 juin 2021']",40 156,12 035,"3,8","3,7",117185
Nightmare Alley,19 janvier 2022,"Drame, Thriller",2h 31min,Guillermo del Toro,"Guillermo del Toro, Kim Morgan","Bradley Cooper, Cate Blanchett, Toni Collette","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,The Walt Disney Company France,Box Office France,"['19 au 26 janvier 2022', '26 janvier au 2 février 2022']",142 309,97 546,"3,8","3,8",347955
A Beautiful Day in the Neighborhood,None,"Biopic, Drame",1h 49min,Marielle Heller,"Micah Fitzerman-Blue, Noah Harpster","Tom Hanks, Matthew Rhys, Susan Kelechi Watson",None,U.S.A.,Sony Pictures Releasing France,Box Office US,"['22 au 25 novembre 2019', '29 novembre 2019 au 2 décembre 2019']",13 251 238,11 776 422,"3,3","3,1",67554
Green Book,23 janvier 2019,"Drame, Biopic",2h 10min,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie","Viggo Mortensen, Mahershala Ali, Linda Cardellini",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['23 au 30 janvier 2019', '30 janvier au 6 février 2019']",288 777,247 197,"4,0","4,5",1391921
Dungeons & Dragons: Honor Among Thieves,12 avril 2023,"Fantastique, Aventure",2h 14min,Jonathan Goldstein (XII),"John Francis Daley, Jonathan Goldstein (XII), John Francis Daley","Chris Pine, Michelle Rodriguez, Regé-Jean Page",None,U.S.A.,Paramount Pictures France,Box Office France,"['12 au 19 avril 2023', '19 au 26 avril 2023']",420 168,314 725,"3,3","3,8",98216
Cinderella,25 mars 2015,"Fantastique, Romance",1h 44min,Kenneth Branagh,Chris Weitz,"Lily James, Cate Blanchett, Richard Madden",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['25 mars au 1 avril 2015', '01 au 8 avril 2015']",636 418,369 136,"3,0","3,5",818109
À l’abordage,21 juillet 2021,Comédie,1h 35min,Guillaume Brac,"Guillaume Brac, Catherine Paillé","Éric Nantchouang, Salif Cissé, Édouard Sulpice",None,France,Arte,Box Office France,"['21 au 28 juillet 2021', '28 juillet au 4 août 2021']",5 612,2 371,"3,9","3,8",58245
Triangle of Sadness,28 septembre 2022,"Drame, Comédie",2h 29min,Ruben Östlund,Ruben Östlund,"Harris Dickinson, Charlbi Dean Kriek, Woody Harrelson",None,Suède,Bac Films,Box Office France,"['28 septembre au 5 octobre 2022', '05 au 12 octobre 2022']",179 786,105 276,"3,2","3,8",498566
"No Time To Die
",6 octobre 2021,"Action, Thriller, Espionnage",2h 43min,Cary Joji Fukunaga,"Neal Purvis, Robert Wade","Daniel Craig, Léa Seydoux, Rami Malek",None,U.S.A.,Universal Pictures International France,Box Office France,"['06 au 13 octobre 2021', '13 au 20 octobre 2021']",1 384 858,778 195,"3,1","3,7",525110
Apaches,29 mars 2023,"Drame, Historique, Policier",1h 35min,Romain Quirot,Romain Quirot,"Alice Isaaz, Niels Schneider, Rod Paradot","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Belgique,Tandem,Box Office France,"['29 mars au 5 avril 2023', '05 au 12 avril 2023']",33 659,10 567,"2,8","2,9",118680
L'Île rouge,31 mai 2023,Drame,1h 57min,Robin Campillo,Robin Campillo,"Nadia Tereszkiewicz, Quim Gutiérrez, Charlie Vauselle",None,France,Memento Distribution,Box Office France,"['31 mai au 7 juin 2023', '07 au 14 juin 2023']",55 090,35 067,"3,5","2,7",175720
Sisu,21 juin 2023,"Action, Guerre",1h 31min,Jalmari Helander,Jalmari Helander,"Jorma Tommila, Aksel Hennie, Jack Doolan",Interdit aux moins de 12 ans,Finlande,SND,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",44 625,25 000,"2,7","3,3",186877
Suzume no Tojimari,12 avril 2023,"Animation, Aventure, Drame",2h 02min,Makoto Shinkai,Makoto Shinkai,"Lévanah Solomon, Nanoka Hara, Benjamin Jungers",à partir de 10 ans (children's film),Japon,Eurozoom,Box Office France,"['12 au 19 avril 2023', '19 au 26 avril 2023']",181 032,128 662,"3,8","4,2",63601
Supercondriaque,26 février 2014,Comédie,1h 48min,Dany Boon,Dany Boon,"Dany Boon, Alice Pol, Kad Merad",None,France,Pathé,Box Office France,"['26 février au 5 mars 2014', '05 au 12 mars 2014']",2 151 921,1 189 985,"2,4","2,4",1343468
Joyland,28 décembre 2022,"Drame, Romance",2h 06min,Saim Sadiq,Saim Sadiq,"Ali Junejo, Alina Khan, Sania Saeed",None,Pakistan,Condor Distribution,Box Office France,"['28 décembre 2022 au 4 janvier 2023', '04 au 11 janvier 2023']",32 996,27 469,"3,9","4,1",97319
Dune,15 septembre 2021,"Science fiction, Drame",2h 36min,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac",None,U.S.A.,Warner Bros. France,Box Office France,"['15 au 22 septembre 2021', '22 au 29 septembre 2021']",1 030 687,662 287,"4,0","4,3",590422
Des mains en or,7 juin 2023,Comédie,1h 30min,Isabelle Mergault,"Isabelle Mergault, Jean-Pierre Hasson","Lambert Wilson, Josiane Balasko, Sylvie Testud",None,France,Zinc Film,Box Office France,"['07 au 14 juin 2023', '14 au 21 juin 2023']",109 081,67 275,"2,2","3,4",47307
Toi non plus tu n'as rien vu,8 mars 2023,"Drame, Thriller, Judiciaire",1h 33min,Beatrice Pollet,Beatrice Pollet,"Maud Wyler, Géraldine Nakache, Grégoire Colin",None,France,Jour2fête,Box Office France,"['08 au 15 mars 2023', '15 au 22 mars 2023']",4 869,1 201,"3,0","3,3",99048
Spider-Man: Across The Spider-Verse,31 mai 2023,"Animation, Action, Fantastique, Aventure",2h 21min,Joaquim Dos Santos,"Kemp Powers, Justin Thompson, Phil Lord, Christopher Miller","Stéphane Bak, Shameik Moore, Shirine Boutella",à partir de 8 ans (children's film),U.S.A.,Sony Pictures Releasing France,Box Office France,"['31 mai au 7 juin 2023', '07 au 14 juin 2023']",550 808,390 802,"4,1","4,5",320532
Petit Pays,28 août 2020,Drame,1h 53min,Eric Barbier,"Jean-Paul Rouve, Eric Barbier","Jean-Paul Rouve, Djibril Vancoppenolle, Dayla De Medina","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Pathé,Box Office France,"['26 août au 2 septembre 2020', '02 au 9 septembre 2020']",101 776,71 131,"3,7","3,8",328204
Il Boemo,21 juin 2023,"Biopic, Historique",2h 20min,Petr Vaclav,Petr Vaclav,"Vojtěch Dyk, Barbara Ronchi, Elena Radonicich",None,République tchèque,Nour Films,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",34 803,28 659,"4,0","4,0",77049
John Wick: Chapter 4,22 mars 2023,Action,2h 50min,Chad Stahelski,"Michael Finch, Shay Hatten","Keanu Reeves, Donnie Yen, Bill Skarsgård",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,Box Office France,"['22 au 29 mars 2023', '29 mars au 5 avril 2023']",411 048,236 751,"3,6","3,9",191095
Jeanne du Barry,16 mai 2023,"Drame, Historique, Romance",1h 56min,Maïwenn," Maïwenn, Teddy Lussi-Modeste"," Maïwenn, Johnny Depp, Benjamin Lavernhe",None,France,Le Pacte,Box Office France,"['10 au 17 mai 2023', '17 au 24 mai 2023']",45 029,356 152,"3,1","3,6",307004
Sexygénaires,14 juin 2023,Comédie,1h 20min,Robin Sykes,"Antoine Raimbault, Robin Sykes","Thierry Lhermitte, Patrick Timsit, Marie Bunel",None,France,Apollo Films / Orange Studio,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",63 084,31 575,"2,8","2,6",25835
Mauvaises herbes,21 novembre 2018,Comédie,1h 40min,Kheiron, Kheiron," Kheiron, Catherine Deneuve, André Dussollier",None,France,Mars Films,Box Office France,"['21 au 28 novembre 2018', '28 novembre au 5 décembre 2018']",201 117,108 090,"3,4","4,1",482061
Reste un peu,16 novembre 2022,Comédie,1h 33min,Gad Elmaleh,"Gad Elmaleh, Benjamin Charbit","Gad Elmaleh, Régine Elmaleh, David Elmaleh",None,France,StudioCanal,Box Office France,"['16 au 23 novembre 2022', '23 au 30 novembre 2022']",152 695,113 050,"3,7","3,3",203304
La Cage Dorée,24 avril 2013,Comédie,1h 31min,Ruben Alves,"Ruben Alves, Jean-André Yerles","Rita Blanco, Joaquim de Almeida, Roland Giraud",None,Portugal,Pathé,Box Office France,"['24 avril au 1 mai 2013', '01 au 8 mai 2013']",288 750,243 837,"3,5","3,9",934553
Les Choses simples,22 février 2023,Comédie,1h 35min,Eric Besnard,Eric Besnard,"Lambert Wilson, Grégory Gadebois, Marie Gillain",None,France,SND,Box Office France,"['22 février au 1 mars 2023', '01 au 8 mars 2023']",222 130,100 998,"2,7","3,8",106514
Beau Is Afraid,26 avril 2023,"Comédie, Aventure, Drame",2h 59min,Ari Aster,Ari Aster,"Joaquin Phoenix, Nathan Lane, Amy Ryan",Interdit aux moins de 12 ans,U.S.A.,ARP Sélection,Box Office France,"['26 avril au 3 mai 2023', '03 au 10 mai 2023']",35 019,17 095,"3,6","3,3",146832
Nos jours heureux,28 juin 2006,Comédie,1h 43min,Eric Toledano,"Olivier Nakache, Olivier Nakache, Eric Toledano","Jean-Paul Rouve, Marilou Berry, Omar Sy",à partir de 10 ans (children's film),France,SND,Box Office France,"['28 juin au 5 juillet 2006', '05 au 12 juillet 2006']",252 982,194 594,"3,4","3,9",696250
Les Algues vertes,12 juillet 2023,"Drame, Thriller",1h 47min,Pierre Jolivet,"Pierre Jolivet, Inès Léraud","Céline Sallette, Nina Meurisse, Julie Ferrier",None,France,Haut et Court,Box Office France,['12 au 19 juillet 2023'],125 566,None,"3,5","4,0",37993
Erreur de la banque en votre faveur,8 avril 2009,Comédie,1h 38min,Michel Munz,"Gérard Bitton, Michel Munz, Gérard Bitton","Gérard Lanvin, Jean-Pierre Darroussin, Barbara Schulz",None,France,Wild Bunch Distribution,Box Office France,"['08 au 15 avril 2009', '15 au 22 avril 2009']",304 692,176 540,"3,1","2,9",382921
Petites,22 février 2023,Drame,1h 30min,Julie Lerat-Gersant,"François Roy (III), Julie Lerat-Gersant, François Roy (III)","Pili Groyne, Romane Bohringer, Victoire Du Bois",None,France,Haut et Court,Box Office France,"['22 février au 1 mars 2023', '01 au 8 mars 2023']",12 466,4 783,"3,5","3,8",99157
Harry Potter à l'école des sorciers,5 décembre 2001,"Fantastique, Aventure, Famille",2h 32min,Chris Columbus,Steve Kloves,"Daniel Radcliffe, Rupert Grint, Emma Watson",à partir de 10 ans (children's film),U.S.A.,Warner Bros. France,Box Office France,"['05 au 12 décembre 2001', '12 au 19 décembre 2001']",2 316 734,1 597 958,"3,7","4,1",2067926
Insidious: The Red Door,5 juillet 2023,"Epouvante-horreur, Fantastique",1h 48min,Patrick Wilson,Scott Teems,"Patrick Wilson, Rose Byrne, Ty Simpkins",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Sony Pictures Releasing France,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",306 107,160 642,"2,1","2,2",50013
Love Life,14 juin 2023,Drame,2h 04min,Kôji Fukada,Kôji Fukada,"Fumino Kimura, Tomorowo Taguchi, Tetta Shimada",None,Japon,Art House,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",34 071,21 218,"3,7","3,8",200828
The Son,1 mars 2023,Drame,2h 03min,Florian Zeller,"Florian Zeller, Christopher Hampton","Hugh Jackman, Laura Dern, Vanessa Kirby",None,France,Orange Studio Distribution / UGC Distribution,Box Office France,"['01 au 8 mars 2023', '08 au 15 mars 2023']",102 272,61 377,"3,2","3,9",116562
Mission Impossible - Fallout,1 août 2018,"Action, Espionnage",2h 28min,Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames",None,U.S.A.,Paramount Pictures France,Box Office France,"['01 au 8 août 2018', '08 au 15 août 2018']",1 169 669,695 528,"3,8","4,0",733033
Vaincre ou mourir,25 janvier 2023,"Historique, Action",1h 40min,Vincent Mottez,"Paul Mignot, Vincent Mottez","Hugo Becker, Rod Paradot, Gilles Cohen",None,France,Saje Distribution,Box Office France,"['07 au 14 décembre 2022', '25 janvier au 1 février 2023']",23 152,83 814,"1,3","3,8",174478
